,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,2203,781,2984,164,3148.0,4949.0,63.61,44.51,4,117,20181124-205051
1,7,臺北市,信義區,11596,3264,14860,854,15714.0,26665.0,58.93,43.49,22,142,20181124-205051
2,7,臺北市,大安區,3818,1227,5045,283,5328.0,9250.0,57.6,41.28,9,188,20181124-205051
3,7,臺北市,中山區,16364,4954,21318,1495,22813.0,39820.0,57.29,41.09,30,133,20181124-205051
4,7,臺北市,中正區,9899,2762,12661,696,13357.0,22436.0,59.53,44.12,19,96,20181124-205051
5,7,臺北市,大同區,5828,2014,7842,662,8504.0,14391.0,59.09,40.5,12,82,20181124-205051
6,7,臺北市,萬華區,13830,4120,17950,1474,19424.0,36593.0,53.08,37.79,26,117,20181124-205051
7,7,臺北市,文山區,2885,780,3665,263,3928.0,6601.0,59.51,43.71,6,162,20181124-205051
8,7,臺北市,南港區,23418,6872,30290,1748,32038.0,56087.0,57.12,41.75,40,72,20181124-205051
9,7,臺北市,內湖區,4910,1311,6221,378,6599.0,11509.0,57.34,42.66,9,150,20181124-205051
10,7,臺北市,士林區,3900,1333,5233,373,5606.0,9961.0,56.28,39.15,9,163,20181124-205051
11,7,臺北市,北投區,1472,356,1828,168,1996.0,3350.0,59.58,43.94,4,141,20181124-205051
12,7,新北市,板橋區,50632,15372,66004,5605,71609.0,124976.0,57.3,40.51,109,338,20181124-205051
13,7,新北市,三重區,35429,10925,46354,4609,50963.0,88856.0,57.35,39.87,71,235,20181124-205051
14,7,新北市,中和區,29825,7649,37474,2804,40278.0,70790.0,56.9,42.13,59,244,20181124-205051
15,7,新北市,永和區,22575,5508,28083,1784,29867.0,50161.0,59.54,45.01,41,138,20181124-205051
16,7,新北市,新莊區,41476,12091,53567,4067,57634.0,101497.0,56.78,40.86,82,253,20181124-205051
17,7,新北市,新店區,10310,2594,12904,855,13759.0,26446.0,52.03,38.99,23,176,20181124-205051
18,7,新北市,樹林區,15962,4669,20631,1486,22117.0,40067.0,55.2,39.84,34,111,20181124-205051
19,7,新北市,鶯歌區,4768,1369,6137,411,6548.0,12331.0,53.1,38.67,11,50,20181124-205051
20,7,新北市,三峽區,16999,4563,21562,1778,23340.0,44861.0,52.03,37.89,37,70,20181124-205051
21,7,新北市,淡水區,12391,3506,15897,1033,16930.0,32653.0,51.85,37.95,26,96,20181124-205051
22,7,新北市,汐止區,10110,2968,13078,923,14001.0,27834.0,50.3,36.32,19,111,20181124-205051
23,7,新北市,瑞芳區,5362,1503,6865,622,7487.0,16016.0,46.75,33.48,29,46,20181124-205051
24,7,新北市,土城區,17927,4884,22811,1676,24487.0,47120.0,51.97,38.05,35,142,20181124-205051
25,7,新北市,蘆洲區,9880,3000,12880,1231,14111.0,25455.0,55.44,38.81,18,104,20181124-205051
26,7,新北市,五股區,10094,2802,12896,1006,13902.0,26244.0,52.97,38.46,20,48,20181124-205051
27,7,新北市,泰山區,2567,695,3262,238,3500.0,6147.0,56.94,41.76,6,47,20181124-205051
28,7,新北市,林口區,4517,1264,5781,311,6092.0,10908.0,55.85,41.41,8,62,20181124-205051
29,7,新北市,深坑區,3466,887,4353,281,4634.0,8933.0,51.88,38.8,8,16,20181124-205051
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181124-205051
31,7,新北市,坪林區,1159,307,1466,172,1638.0,3502.0,46.77,33.1,8,10,20181124-205051
32,7,新北市,三芝區,5122,1437,6559,511,7070.0,14994.0,47.15,34.16,15,18,20181124-205051
33,7,新北市,石門區,2923,735,3658,394,4052.0,7907.0,51.25,36.97,8,10,20181124-205051
34,7,新北市,八里區,763,194,957,88,1045.0,1793.0,58.28,42.55,1,20,20181124-205051
35,7,新北市,平溪區,1187,348,1535,153,1688.0,3459.0,48.8,34.32,11,12,20181124-205051
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181124-205051
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181124-205051
38,7,新北市,金山區,4252,1159,5411,556,5967.0,11850.0,50.35,35.88,14,19,20181124-205051
39,7,新北市,萬里區,4489,1189,5678,556,6234.0,12812.0,48.66,35.04,11,16,20181124-205051
40,7,新北市,烏來區,301,62,363,24,387.0,843.0,45.91,35.71,2,6,20181124-205051
41,7,桃園市,桃園區,2987,810,3797,259,4056.0,7596.0,53.4,39.32,7,216,20181124-205051
42,7,桃園市,中壢區,7155,1553,8708,454,9162.0,17202.0,53.26,41.59,14,210,20181124-205051
43,7,桃園市,大溪區,3977,1104,5081,401,5482.0,10532.0,52.05,37.76,10,59,20181124-205051
44,7,桃園市,楊梅區,5438,1200,6638,327,6965.0,13609.0,51.18,39.96,10,82,20181124-205051
45,7,桃園市,蘆竹區,4421,1341,5762,398,6160.0,12315.0,50.02,35.9,9,76,20181124-205051
46,7,桃園市,大園區,3419,976,4395,258,4653.0,9105.0,51.1,37.55,7,50,20181124-205051
47,7,桃園市,龜山區,5105,1415,6520,407,6927.0,14522.0,47.7,35.15,11,78,20181124-205051
48,7,桃園市,八德區,15094,4322,19416,1189,20605.0,40576.0,50.78,37.2,29,101,20181124-205051
49,7,桃園市,龍潭區,3745,858,4603,252,4855.0,9127.0,53.19,41.03,7,64,20181124-205051
50,7,桃園市,平鎮區,14976,3640,18616,969,19585.0,36819.0,53.19,40.67,29,125,20181124-205051
51,7,桃園市,新屋區,6377,1615,7992,437,8429.0,15865.0,53.13,40.2,13,30,20181124-205051
52,7,桃園市,觀音區,3194,845,4039,300,4339.0,8758.0,49.54,36.47,8,41,20181124-205051
53,7,桃園市,復興區,0,0,0,0,0.0,0.0,0.0,0.0,0,10,20181124-205051
54,7,臺中市,中區,3750,896,4646,297,4943.0,8947.0,55.25,41.91,8,12,20181124-205051
55,7,臺中市,東區,7685,1875,9560,552,10112.0,17441.0,57.98,44.06,15,49,20181124-205051
56,7,臺中市,南區,10778,2625,13403,773,14176.0,23550.0,60.2,45.77,18,74,20181124-205051
57,7,臺中市,西區,11464,2975,14439,741,15180.0,26889.0,56.45,42.63,20,66,20181124-205051
58,7,臺中市,北區,7751,1915,9666,508,10174.0,19223.0,52.93,40.32,15,87,20181124-205051
59,7,臺中市,西屯區,15020,3531,18551,946,19497.0,32645.0,59.72,46.01,24,120,20181124-205051
60,7,臺中市,南屯區,8536,2089,10625,637,11262.0,18960.0,59.4,45.02,16,101,20181124-205052
61,7,臺中市,北屯區,12284,2632,14916,853,15769.0,27426.0,57.5,44.79,20,137,20181124-205052
62,7,臺中市,豐原區,6406,1684,8090,515,8605.0,14780.0,58.22,43.34,11,88,20181124-205052
63,7,臺中市,東勢區,7963,1757,9720,702,10422.0,18383.0,56.69,43.32,18,39,20181124-205053
64,7,臺中市,大甲區,13297,3208,16505,1112,17617.0,30768.0,57.26,43.22,28,54,20181124-205053
65,7,臺中市,清水區,11969,2770,14739,961,15700.0,27045.0,58.05,44.26,25,59,20181124-205053
66,7,臺中市,沙鹿區,5318,1237,6555,366,6921.0,12016.0,57.6,44.26,10,53,20181124-205054
