,縣市,行政區,候選人,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,1,0,0.0,0,117,20181124-174703
1,臺北市,松山區,2,0,0.0,0,117,20181124-174703
2,臺北市,松山區,3,0,0.0,0,117,20181124-174703
3,臺北市,松山區,4,0,0.0,0,117,20181124-174703
4,臺北市,松山區,5,0,0.0,0,117,20181124-174703
5,臺北市,信義區,1,5,0.37,2,142,20181124-174703
6,臺北市,信義區,2,510,37.78,2,142,20181124-174703
7,臺北市,信義區,3,215,15.93,2,142,20181124-174703
8,臺北市,信義區,4,614,45.48,2,142,20181124-174703
9,臺北市,信義區,5,6,0.44,2,142,20181124-174703
10,臺北市,大安區,1,4,0.77,1,188,20181124-174703
11,臺北市,大安區,2,253,48.56,1,188,20181124-174703
12,臺北市,大安區,3,88,16.89,1,188,20181124-174703
13,臺北市,大安區,4,172,33.01,1,188,20181124-174703
14,臺北市,大安區,5,4,0.77,1,188,20181124-174703
15,臺北市,中山區,1,0,0.0,0,133,20181124-174703
16,臺北市,中山區,2,0,0.0,0,133,20181124-174703
17,臺北市,中山區,3,0,0.0,0,133,20181124-174703
18,臺北市,中山區,4,0,0.0,0,133,20181124-174703
19,臺北市,中山區,5,0,0.0,0,133,20181124-174703
20,臺北市,中正區,1,0,0.0,0,96,20181124-174703
21,臺北市,中正區,2,0,0.0,0,96,20181124-174703
22,臺北市,中正區,3,0,0.0,0,96,20181124-174703
23,臺北市,中正區,4,0,0.0,0,96,20181124-174703
24,臺北市,中正區,5,0,0.0,0,96,20181124-174703
25,臺北市,大同區,1,0,0.0,0,82,20181124-174704
26,臺北市,大同區,2,0,0.0,0,82,20181124-174704
27,臺北市,大同區,3,0,0.0,0,82,20181124-174704
28,臺北市,大同區,4,0,0.0,0,82,20181124-174704
29,臺北市,大同區,5,0,0.0,0,82,20181124-174704
30,臺北市,萬華區,1,15,0.85,2,117,20181124-174704
31,臺北市,萬華區,2,775,43.93,2,117,20181124-174704
32,臺北市,萬華區,3,284,16.1,2,117,20181124-174704
33,臺北市,萬華區,4,679,38.49,2,117,20181124-174704
34,臺北市,萬華區,5,11,0.62,2,117,20181124-174704
35,臺北市,文山區,1,0,0.0,0,162,20181124-174704
36,臺北市,文山區,2,0,0.0,0,162,20181124-174704
37,臺北市,文山區,3,0,0.0,0,162,20181124-174704
38,臺北市,文山區,4,0,0.0,0,162,20181124-174704
39,臺北市,文山區,5,0,0.0,0,162,20181124-174704
40,臺北市,南港區,1,11,0.41,3,72,20181124-174704
41,臺北市,南港區,2,430,16.2,3,72,20181124-174704
42,臺北市,南港區,3,9,0.34,3,72,20181124-174704
43,臺北市,內湖區,1,0,0.0,0,150,20181124-174705
44,臺北市,內湖區,2,0,0.0,0,150,20181124-174705
45,臺北市,內湖區,3,0,0.0,0,150,20181124-174705
46,臺北市,內湖區,4,0,0.0,0,150,20181124-174705
47,臺北市,內湖區,5,0,0.0,0,150,20181124-174705
48,臺北市,士林區,1,0,0.0,0,163,20181124-174705
49,臺北市,士林區,2,0,0.0,0,163,20181124-174705
50,臺北市,士林區,3,0,0.0,0,163,20181124-174705
51,臺北市,士林區,4,0,0.0,0,163,20181124-174705
52,臺北市,士林區,5,0,0.0,0,163,20181124-174705
53,臺北市,北投區,1,0,0.0,0,141,20181124-174705
54,臺北市,北投區,2,0,0.0,0,141,20181124-174705
55,臺北市,北投區,3,0,0.0,0,141,20181124-174705
56,臺北市,北投區,4,0,0.0,0,141,20181124-174705
57,臺北市,北投區,5,0,0.0,0,141,20181124-174705
58,新北市,板橋區,1,177,42.55,1,338,20181124-174705
59,新北市,板橋區,2,239,57.45,1,338,20181124-174705
