,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,1123,411,1534,79,1613.0,2552.0,63.21,44.0,2,117,20181124-200458
1,7,臺北市,信義區,2293,693,2986,153,3139.0,5292.0,59.32,43.33,5,142,20181124-200458
2,7,臺北市,大安區,1009,337,1346,101,1447.0,2521.0,57.4,40.02,3,188,20181124-200459
3,7,臺北市,中山區,6425,2061,8486,681,9167.0,16034.0,57.17,40.07,13,133,20181124-200459
4,7,臺北市,中正區,1706,382,2088,107,2195.0,3694.0,59.42,46.18,3,96,20181124-200459
5,7,臺北市,大同區,1471,550,2021,173,2194.0,3553.0,61.75,41.4,3,82,20181124-200500
6,7,臺北市,萬華區,3397,977,4374,308,4682.0,8408.0,55.69,40.4,6,117,20181124-200500
7,7,臺北市,文山區,702,228,930,74,1004.0,1774.0,56.6,39.57,2,162,20181124-200500
8,7,臺北市,南港區,8941,2677,11618,659,12277.0,21217.0,57.86,42.14,16,72,20181124-200500
9,7,臺北市,內湖區,152,56,208,28,236.0,456.0,51.75,33.33,1,150,20181124-200500
10,7,臺北市,士林區,983,328,1311,120,1431.0,2467.0,58.01,39.85,3,163,20181124-200500
11,7,臺北市,北投區,347,87,434,35,469.0,829.0,56.57,41.86,1,141,20181124-200501
12,7,新北市,板橋區,15322,4646,19968,1719,21687.0,38338.0,56.57,39.97,37,338,20181124-200501
13,7,新北市,三重區,15219,4685,19904,1931,21835.0,37768.0,57.81,40.3,33,235,20181124-200501
14,7,新北市,中和區,9372,2348,11720,875,12595.0,22311.0,56.45,42.01,21,244,20181124-200501
15,7,新北市,永和區,6658,1591,8249,523,8772.0,14633.0,59.95,45.5,14,138,20181124-200501
16,7,新北市,新莊區,17318,4965,22283,1720,24003.0,41956.0,57.21,41.28,36,253,20181124-200502
17,7,新北市,新店區,3604,945,4549,368,4917.0,8758.0,56.14,41.15,10,176,20181124-200502
18,7,新北市,樹林區,4801,1382,6183,488,6671.0,12161.0,54.86,39.48,10,111,20181124-200502
19,7,新北市,鶯歌區,723,191,914,48,962.0,2103.0,45.74,34.38,3,50,20181124-200502
20,7,新北市,三峽區,6282,1679,7961,777,8738.0,17122.0,51.03,36.69,16,70,20181124-200503
21,7,新北市,淡水區,3313,869,4182,275,4457.0,8107.0,54.98,40.87,7,96,20181124-200503
22,7,新北市,汐止區,2317,688,3005,207,3212.0,7339.0,43.77,31.57,6,111,20181124-200504
23,7,新北市,瑞芳區,2925,867,3792,358,4150.0,9136.0,45.42,32.02,20,46,20181124-200504
24,7,新北市,土城區,4521,1219,5740,429,6169.0,13095.0,47.11,34.52,9,142,20181124-200504
25,7,新北市,蘆洲區,3526,1184,4710,422,5132.0,9085.0,56.49,38.81,7,104,20181124-200504
26,7,新北市,五股區,3564,910,4474,365,4839.0,9600.0,50.41,37.13,8,48,20181124-200504
27,7,新北市,泰山區,577,163,740,40,780.0,1423.0,54.81,40.55,2,47,20181124-200505
