,縣市,行政區,候選人,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,1,1,0.11,1,117,20181124-181811
1,臺北市,松山區,2,358,39.78,1,117,20181124-181811
2,臺北市,松山區,3,145,16.11,1,117,20181124-181811
3,臺北市,松山區,4,388,43.11,1,117,20181124-181811
4,臺北市,松山區,5,8,0.89,1,117,20181124-181811
5,臺北市,信義區,1,18,0.62,4,142,20181124-181812
6,臺北市,信義區,2,447,15.31,4,142,20181124-181812
7,臺北市,信義區,3,12,0.41,4,142,20181124-181812
8,臺北市,大安區,1,4,0.77,1,188,20181124-181812
9,臺北市,大安區,2,253,48.56,1,188,20181124-181812
10,臺北市,大安區,3,88,16.89,1,188,20181124-181812
11,臺北市,大安區,4,172,33.01,1,188,20181124-181812
12,臺北市,大安區,5,4,0.77,1,188,20181124-181812
13,臺北市,中山區,1,11,0.3,5,133,20181124-181812
14,臺北市,中山區,2,853,22.91,5,133,20181124-181812
15,臺北市,中山區,3,15,0.4,5,133,20181124-181812
16,臺北市,中正區,1,22,0.44,7,96,20181124-181812
17,臺北市,中正區,2,748,15.09,7,96,20181124-181812
18,臺北市,中正區,3,26,0.52,7,96,20181124-181812
19,臺北市,大同區,1,3,0.43,1,82,20181124-181812
20,臺北市,大同區,2,171,24.39,1,82,20181124-181812
21,臺北市,大同區,3,183,26.11,1,82,20181124-181812
22,臺北市,大同區,4,341,48.64,1,82,20181124-181812
23,臺北市,大同區,5,3,0.43,1,82,20181124-181812
24,臺北市,萬華區,1,43,0.53,10,117,20181124-181813
25,臺北市,萬華區,2,29,0.36,10,117,20181124-181813
26,臺北市,文山區,1,5,0.65,1,162,20181124-181813
27,臺北市,文山區,2,348,45.43,1,162,20181124-181813
28,臺北市,文山區,3,121,15.8,1,162,20181124-181813
29,臺北市,文山區,4,291,37.99,1,162,20181124-181813
30,臺北市,文山區,5,1,0.13,1,162,20181124-181813
31,臺北市,南港區,1,69,0.4,20,72,20181124-181814
32,臺北市,南港區,2,83,0.48,20,72,20181124-181814
33,臺北市,內湖區,1,8,0.33,3,150,20181124-181814
34,臺北市,內湖區,2,360,14.91,3,150,20181124-181814
35,臺北市,內湖區,3,14,0.58,3,150,20181124-181814
36,臺北市,士林區,1,0,0.0,0,163,20181124-181814
