,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數
389,8,新北市,淡水區,0,0,0,0,0,0,0,0,0,96
390,8,新北市,汐止區,0,0,0,0,0,0,0,0,0,111
391,8,新北市,瑞芳區,0,0,0,0,0,0,0,0,0,46
392,8,新北市,土城區,0,0,0,0,0,0,0,0,0,142
393,8,新北市,蘆洲區,0,0,0,0,0,0,0,0,0,104
394,8,新北市,五股區,0,0,0,0,0,0,0,0,0,48
395,8,新北市,泰山區,0,0,0,0,0,0,0,0,0,47
396,8,新北市,林口區,0,0,0,0,0,0,0,0,0,62
397,8,新北市,深坑區,0,0,0,0,0,0,0,0,0,16
398,8,新北市,石碇區,0,0,0,0,0,0,0,0,0,13
399,8,新北市,坪林區,0,0,0,0,0,0,0,0,0,10
400,8,新北市,三芝區,0,0,0,0,0,0,0,0,0,18
401,8,新北市,石門區,0,0,0,0,0,0,0,0,0,10
402,8,新北市,八里區,0,0,0,0,0,0,0,0,0,20
403,8,新北市,平溪區,0,0,0,0,0,0,0,0,0,12
404,8,新北市,雙溪區,0,0,0,0,0,0,0,0,0,17
405,8,新北市,貢寮區,0,0,0,0,0,0,0,0,0,18
406,8,新北市,金山區,0,0,0,0,0,0,0,0,0,19
407,8,新北市,萬里區,0,0,0,0,0,0,0,0,0,16
408,8,新北市,烏來區,0,0,0,0,0,0,0,0,0,6
409,8,桃園市,桃園區,0,0,0,0,0,0,0,0,0,216
410,8,桃園市,中壢區,0,0,0,0,0,0,0,0,0,210
411,8,桃園市,大溪區,0,0,0,0,0,0,0,0,0,59
412,8,桃園市,楊梅區,0,0,0,0,0,0,0,0,0,82
413,8,桃園市,蘆竹區,0,0,0,0,0,0,0,0,0,76
414,8,桃園市,大園區,0,0,0,0,0,0,0,0,0,50
415,8,桃園市,龜山區,0,0,0,0,0,0,0,0,0,78
416,8,桃園市,八德區,0,0,0,0,0,0,0,0,0,101
417,8,桃園市,龍潭區,0,0,0,0,0,0,0,0,0,64
418,8,桃園市,平鎮區,0,0,0,0,0,0,0,0,0,125
419,8,桃園市,新屋區,0,0,0,0,0,0,0,0,0,30
420,8,桃園市,觀音區,0,0,0,0,0,0,0,0,0,41
421,8,桃園市,復興區,0,0,0,0,0,0,0,0,0,10
422,8,臺中市,中區,0,0,0,0,0,0,0,0,0,12
423,8,臺中市,東區,0,0,0,0,0,0,0,0,0,49
424,8,臺中市,南區,0,0,0,0,0,0,0,0,0,74
425,8,臺中市,西區,0,0,0,0,0,0,0,0,0,66
426,8,臺中市,北區,0,0,0,0,0,0,0,0,0,87
427,8,臺中市,西屯區,0,0,0,0,0,0,0,0,0,120
428,8,臺中市,南屯區,0,0,0,0,0,0,0,0,0,101
429,8,臺中市,北屯區,0,0,0,0,0,0,0,0,0,137
430,8,臺中市,豐原區,0,0,0,0,0,0,0,0,0,88
431,8,臺中市,東勢區,0,0,0,0,0,0,0,0,0,39
432,8,臺中市,大甲區,0,0,0,0,0,0,0,0,0,54
433,8,臺中市,清水區,0,0,0,0,0,0,0,0,0,59
434,8,臺中市,沙鹿區,0,0,0,0,0,0,0,0,0,53
435,8,臺中市,梧棲區,0,0,0,0,0,0,0,0,0,36
436,8,臺中市,后里區,0,0,0,0,0,0,0,0,0,37
437,8,臺中市,神岡區,0,0,0,0,0,0,0,0,0,42
438,8,臺中市,潭子區,0,0,0,0,0,0,0,0,0,55
439,8,臺中市,大雅區,0,0,0,0,0,0,0,0,0,46
440,8,臺中市,新社區,0,0,0,0,0,0,0,0,0,23
441,8,臺中市,石岡區,0,0,0,0,0,0,0,0,0,10
442,8,臺中市,外埔區,0,0,0,0,0,0,0,0,0,20
443,8,臺中市,大安區,0,0,0,0,0,0,0,0,0,16
444,8,臺中市,烏日區,0,0,0,0,0,0,0,0,0,40
445,8,臺中市,大肚區,0,0,0,0,0,0,0,0,0,33
446,8,臺中市,龍井區,0,0,0,0,0,0,0,0,0,45
447,8,臺中市,霧峰區,0,0,0,0,0,0,0,0,0,43
448,8,臺中市,太平區,0,0,0,0,0,0,0,0,0,93
449,8,臺中市,大里區,0,0,0,0,0,0,0,0,0,106
450,8,臺中市,和平區,0,0,0,0,0,0,0,0,0,17
451,8,臺南市,新營區,0,0,0,0,0,0,0,0,0,49
452,8,臺南市,鹽水區,0,0,0,0,0,0,0,0,0,31
453,8,臺南市,白河區,0,0,0,0,0,0,0,0,0,32
454,8,臺南市,柳營區,0,0,0,0,0,0,0,0,0,25
455,8,臺南市,後壁區,0,0,0,0,0,0,0,0,0,29
456,8,臺南市,東山區,0,0,0,0,0,0,0,0,0,23
457,8,臺南市,麻豆區,0,0,0,0,0,0,0,0,0,35
458,8,臺南市,下營區,0,0,0,0,0,0,0,0,0,19
459,8,臺南市,六甲區,0,0,0,0,0,0,0,0,0,19
460,8,臺南市,官田區,0,0,0,0,0,0,0,0,0,20
461,8,臺南市,大內區,0,0,0,0,0,0,0,0,0,11
462,8,臺南市,佳里區,0,0,0,0,0,0,0,0,0,41
463,8,臺南市,學甲區,0,0,0,0,0,0,0,0,0,26
464,8,臺南市,西港區,0,0,0,0,0,0,0,0,0,20
465,8,臺南市,七股區,0,0,0,0,0,0,0,0,0,24
466,8,臺南市,將軍區,0,0,0,0,0,0,0,0,0,24
467,8,臺南市,北門區,0,0,0,0,0,0,0,0,0,18
468,8,臺南市,新化區,0,0,0,0,0,0,0,0,0,37
469,8,臺南市,善化區,0,0,0,0,0,0,0,0,0,29
470,8,臺南市,新市區,0,0,0,0,0,0,0,0,0,27
471,8,臺南市,安定區,0,0,0,0,0,0,0,0,0,24
472,8,臺南市,山上區,0,0,0,0,0,0,0,0,0,9
473,8,臺南市,玉井區,0,0,0,0,0,0,0,0,0,16
474,8,臺南市,楠西區,0,0,0,0,0,0,0,0,0,9
475,8,臺南市,南化區,0,0,0,0,0,0,0,0,0,10
476,8,臺南市,左鎮區,0,0,0,0,0,0,0,0,0,10
477,8,臺南市,仁德區,0,0,0,0,0,0,0,0,0,49
478,8,臺南市,歸仁區,0,0,0,0,0,0,0,0,0,46
479,8,臺南市,關廟區,0,0,0,0,0,0,0,0,0,32
480,8,臺南市,龍崎區,0,0,0,0,0,0,0,0,0,8
481,8,臺南市,永康區,0,0,0,0,0,0,0,0,0,142
482,8,臺南市,東區,0,0,0,0,0,0,0,0,0,93
483,8,臺南市,南區,0,0,0,0,0,0,0,0,0,80
484,8,臺南市,北區,0,0,0,0,0,0,0,0,0,81
485,8,臺南市,安南區,0,0,0,0,0,0,0,0,0,90
486,8,臺南市,安平區,0,0,0,0,0,0,0,0,0,32
487,8,臺南市,中西區,0,0,0,0,0,0,0,0,0,52
488,8,高雄市,鹽埕區,0,0,0,0,0,0,0,0,0,24
489,8,高雄市,鼓山區,0,0,0,0,0,0,0,0,0,77
490,8,高雄市,左營區,0,0,0,0,0,0,0,0,0,103
491,8,高雄市,楠梓區,0,0,0,0,0,0,0,0,0,99
492,8,高雄市,三民區,0,0,0,0,0,0,0,0,0,189
493,8,高雄市,新興區,0,0,0,0,0,0,0,0,0,42
494,8,高雄市,前金區,0,0,0,0,0,0,0,0,0,22
495,8,高雄市,苓雅區,0,0,0,0,0,0,0,0,0,116
496,8,高雄市,前鎮區,0,0,0,0,0,0,0,0,0,119
497,8,高雄市,旗津區,0,0,0,0,0,0,0,0,0,18
498,8,高雄市,小港區,0,0,0,0,0,0,0,0,0,89
499,8,高雄市,鳳山區,0,0,0,0,0,0,0,0,0,228
500,8,高雄市,林園區,0,0,0,0,0,0,0,0,0,51
501,8,高雄市,大寮區,0,0,0,0,0,0,0,0,0,81
502,8,高雄市,大樹區,0,0,0,0,0,0,0,0,0,32
503,8,高雄市,大社區,0,0,0,0,0,0,0,0,0,24
504,8,高雄市,仁武區,0,0,0,0,0,0,0,0,0,47
505,8,高雄市,鳥松區,0,0,0,0,0,0,0,0,0,28
506,8,高雄市,岡山區,0,0,0,0,0,0,0,0,0,72
507,8,高雄市,橋頭區,0,0,0,0,0,0,0,0,0,31
508,8,高雄市,燕巢區,0,0,0,0,0,0,0,0,0,25
509,8,高雄市,田寮區,0,0,0,0,0,0,0,0,0,12
510,8,高雄市,阿蓮區,0,0,0,0,0,0,0,0,0,21
511,8,高雄市,路竹區,0,0,0,0,0,0,0,0,0,41
512,8,高雄市,湖內區,0,0,0,0,0,0,0,0,0,24
513,8,高雄市,茄萣區,0,0,0,0,0,0,0,0,0,21
514,8,高雄市,永安區,0,0,0,0,0,0,0,0,0,12
515,8,高雄市,彌陀區,0,0,0,0,0,0,0,0,0,18
516,8,高雄市,梓官區,0,0,0,0,0,0,0,0,0,28
517,8,高雄市,旗山區,0,0,0,0,0,0,0,0,0,35
518,8,高雄市,美濃區,0,0,0,0,0,0,0,0,0,32
519,8,高雄市,六龜區,0,0,0,0,0,0,0,0,0,12
520,8,高雄市,甲仙區,0,0,0,0,0,0,0,0,0,7
521,8,高雄市,杉林區,0,0,0,0,0,0,0,0,0,10
522,8,高雄市,內門區,0,0,0,0,0,0,0,0,0,18
523,8,高雄市,茂林區,0,0,0,0,0,0,0,0,0,3
524,8,高雄市,桃源區,0,0,0,0,0,0,0,0,0,8
525,8,高雄市,那瑪夏區,0,0,0,0,0,0,0,0,0,4
526,8,新竹縣,竹北市,0,0,0,0,0,0,0,0,0,103
527,8,新竹縣,竹東鎮,0,0,0,0,0,0,0,0,0,72
528,8,新竹縣,新埔鎮,0,0,0,0,0,0,0,0,0,30
529,8,新竹縣,關西鎮,0,0,0,0,0,0,0,0,0,27
530,8,新竹縣,湖口鄉,0,0,0,0,0,0,0,0,0,47
531,8,新竹縣,新豐鄉,0,0,0,0,0,0,0,0,0,39
532,8,新竹縣,芎林鄉,0,0,0,0,0,0,0,0,0,19
533,8,新竹縣,橫山鄉,0,0,0,0,0,0,0,0,0,16
534,8,新竹縣,北埔鄉,0,0,0,0,0,0,0,0,0,10
535,8,新竹縣,寶山鄉,0,0,0,0,0,0,0,0,0,12
536,8,新竹縣,峨眉鄉,0,0,0,0,0,0,0,0,0,8
537,8,新竹縣,尖石鄉,0,0,0,0,0,0,0,0,0,15
538,8,新竹縣,五峰鄉,0,0,0,0,0,0,0,0,0,6
539,8,苗栗縣,苗栗市,0,0,0,0,0,0,0,0,0,67
540,8,苗栗縣,苑裡鎮,0,0,0,0,0,0,0,0,0,40
541,8,苗栗縣,通霄鎮,0,0,0,0,0,0,0,0,0,34
542,8,苗栗縣,竹南鎮,0,0,0,0,0,0,0,0,0,61
543,8,苗栗縣,頭份市,0,0,0,0,0,0,0,0,0,71
544,8,苗栗縣,後龍鎮,0,0,0,0,0,0,0,0,0,35
545,8,苗栗縣,卓蘭鎮,0,0,0,0,0,0,0,0,0,19
546,8,苗栗縣,大湖鄉,0,0,0,0,0,0,0,0,0,15
547,8,苗栗縣,公館鄉,0,0,0,0,0,0,0,0,0,28
548,8,苗栗縣,銅鑼鄉,0,0,0,0,0,0,0,0,0,16
549,8,苗栗縣,南庄鄉,0,0,0,0,0,0,0,0,0,9
550,8,苗栗縣,頭屋鄉,0,0,0,0,0,0,0,0,0,12
551,8,苗栗縣,三義鄉,0,0,0,0,0,0,0,0,0,16
552,8,苗栗縣,西湖鄉,0,0,0,0,0,0,0,0,0,9
553,8,苗栗縣,造橋鄉,0,0,0,0,0,0,0,0,0,12
554,8,苗栗縣,三灣鄉,0,0,0,0,0,0,0,0,0,9
555,8,苗栗縣,獅潭鄉,0,0,0,0,0,0,0,0,0,7
556,8,苗栗縣,泰安鄉,0,0,0,0,0,0,0,0,0,10
557,8,彰化縣,彰化市,0,0,0,0,0,0,0,0,0,184
558,8,彰化縣,鹿港鎮,0,0,0,0,0,0,0,0,0,65
559,8,彰化縣,和美鎮,0,0,0,0,0,0,0,0,0,68
560,8,彰化縣,線西鄉,0,0,0,0,0,0,0,0,0,12
561,8,彰化縣,伸港鄉,0,0,0,0,0,0,0,0,0,28
562,8,彰化縣,福興鄉,0,0,0,0,0,0,0,0,0,33
563,8,彰化縣,秀水鄉,0,0,0,0,0,0,0,0,0,32
564,8,彰化縣,花壇鄉,0,0,0,0,0,0,0,0,0,37
565,8,彰化縣,芬園鄉,0,0,0,0,0,0,0,0,0,21
566,8,彰化縣,員林市,0,0,0,0,0,0,0,0,0,98
567,8,彰化縣,溪湖鎮,0,0,0,0,0,0,0,0,0,42
568,8,彰化縣,田中鎮,0,0,0,0,0,0,0,0,0,36
569,8,彰化縣,大村鄉,0,0,0,0,0,0,0,0,0,27
570,8,彰化縣,埔鹽鄉,0,0,0,0,0,0,0,0,0,29
571,8,彰化縣,埔心鄉,0,0,0,0,0,0,0,0,0,31
572,8,彰化縣,永靖鄉,0,0,0,0,0,0,0,0,0,34
573,8,彰化縣,社頭鄉,0,0,0,0,0,0,0,0,0,38
574,8,彰化縣,二水鄉,0,0,0,0,0,0,0,0,0,17
575,8,彰化縣,北斗鎮,0,0,0,0,0,0,0,0,0,30
576,8,彰化縣,二林鎮,0,0,0,0,0,0,0,0,0,39
577,8,彰化縣,田尾鄉,0,0,0,0,0,0,0,0,0,25
578,8,彰化縣,埤頭鄉,0,0,0,0,0,0,0,0,0,27
579,8,彰化縣,芳苑鄉,0,0,0,0,0,0,0,0,0,36
580,8,彰化縣,大城鄉,0,0,0,0,0,0,0,0,0,17
581,8,彰化縣,竹塘鄉,0,0,0,0,0,0,0,0,0,16
582,8,彰化縣,溪州鄉,0,0,0,0,0,0,0,0,0,27
583,8,南投縣,南投市,0,0,0,0,0,0,0,0,0,84
584,8,南投縣,埔里鎮,0,0,0,0,0,0,0,0,0,68
585,8,南投縣,草屯鎮,0,0,0,0,0,0,0,0,0,76
586,8,南投縣,竹山鎮,0,0,0,0,0,0,0,0,0,53
587,8,南投縣,集集鎮,0,0,0,0,0,0,0,0,0,13
588,8,南投縣,名間鄉,0,0,0,0,0,0,0,0,0,37
589,8,南投縣,鹿谷鄉,0,0,0,0,0,0,0,0,0,21
590,8,南投縣,中寮鄉,0,0,0,0,0,0,0,0,0,24
591,8,南投縣,魚池鄉,0,0,0,0,0,0,0,0,0,25
592,8,南投縣,國姓鄉,0,0,0,0,0,0,0,0,0,20
593,8,南投縣,水里鄉,0,0,0,0,0,0,0,0,0,22
594,8,南投縣,信義鄉,0,0,0,0,0,0,0,0,0,20
595,8,南投縣,仁愛鄉,0,0,0,0,0,0,0,0,0,25
596,8,雲林縣,斗六市,0,0,0,0,0,0,0,0,0,69
597,8,雲林縣,斗南鎮,0,0,0,0,0,0,0,0,0,33
598,8,雲林縣,虎尾鎮,0,0,0,0,0,0,0,0,0,46
599,8,雲林縣,西螺鎮,0,0,0,0,0,0,0,0,0,34
600,8,雲林縣,土庫鎮,0,0,0,0,0,0,0,0,0,29
601,8,雲林縣,北港鎮,0,0,0,0,0,0,0,0,0,41
602,8,雲林縣,古坑鄉,0,0,0,0,0,0,0,0,0,27
603,8,雲林縣,大埤鄉,0,0,0,0,0,0,0,0,0,18
604,8,雲林縣,莿桐鄉,0,0,0,0,0,0,0,0,0,22
605,8,雲林縣,林內鄉,0,0,0,0,0,0,0,0,0,15
606,8,雲林縣,二崙鄉,0,0,0,0,0,0,0,0,0,23
607,8,雲林縣,崙背鄉,0,0,0,0,0,0,0,0,0,20
608,8,雲林縣,麥寮鄉,0,0,0,0,0,0,0,0,0,28
609,8,雲林縣,東勢鄉,0,0,0,0,0,0,0,0,0,15
610,8,雲林縣,褒忠鄉,0,0,0,0,0,0,0,0,0,14
611,8,雲林縣,臺西鄉,0,0,0,0,0,0,0,0,0,22
612,8,雲林縣,元長鄉,0,0,0,0,0,0,0,0,0,25
613,8,雲林縣,四湖鄉,0,0,0,0,0,0,0,0,0,25
614,8,雲林縣,口湖鄉,0,0,0,0,0,0,0,0,0,25
615,8,雲林縣,水林鄉,0,0,0,0,0,0,0,0,0,26
616,8,嘉義縣,太保市,0,0,0,0,0,0,0,0,0,33
617,8,嘉義縣,朴子市,0,0,0,0,0,0,0,0,0,35
618,8,嘉義縣,布袋鎮,0,0,0,0,0,0,0,0,0,29
619,8,嘉義縣,大林鎮,0,0,0,0,0,0,0,0,0,25
620,8,嘉義縣,民雄鄉,0,0,0,0,0,0,0,0,0,45
621,8,嘉義縣,溪口鄉,0,0,0,0,0,0,0,0,0,17
622,8,嘉義縣,新港鄉,0,0,0,0,0,0,0,0,0,31
623,8,嘉義縣,六腳鄉,0,0,0,0,0,0,0,0,0,30
624,8,嘉義縣,東石鄉,0,0,0,0,0,0,0,0,0,27
625,8,嘉義縣,義竹鄉,0,0,0,0,0,0,0,0,0,26
626,8,嘉義縣,鹿草鄉,0,0,0,0,0,0,0,0,0,20
627,8,嘉義縣,水上鄉,0,0,0,0,0,0,0,0,0,39
628,8,嘉義縣,中埔鄉,0,0,0,0,0,0,0,0,0,34
629,8,嘉義縣,竹崎鄉,0,0,0,0,0,0,0,0,0,36
630,8,嘉義縣,梅山鄉,0,0,0,0,0,0,0,0,0,22
631,8,嘉義縣,番路鄉,0,0,0,0,0,0,0,0,0,15
632,8,嘉義縣,大埔鄉,0,0,0,0,0,0,0,0,0,9
633,8,嘉義縣,阿里山鄉,0,0,0,0,0,0,0,0,0,13
634,8,屏東縣,屏東市,0,0,0,0,0,0,0,0,0,149
635,8,屏東縣,潮州鎮,0,0,0,0,0,0,0,0,0,40
636,8,屏東縣,東港鎮,0,0,0,0,0,0,0,0,0,38
637,8,屏東縣,恆春鎮,0,0,0,0,0,0,0,0,0,25
638,8,屏東縣,萬丹鄉,0,0,0,0,0,0,0,0,0,39
639,8,屏東縣,長治鄉,0,0,0,0,0,0,0,0,0,22
640,8,屏東縣,麟洛鄉,0,0,0,0,0,0,0,0,0,10
641,8,屏東縣,九如鄉,0,0,0,0,0,0,0,0,0,14
642,8,屏東縣,里港鄉,0,0,0,0,0,0,0,0,0,20
643,8,屏東縣,鹽埔鄉,0,0,0,0,0,0,0,0,0,20
644,8,屏東縣,高樹鄉,0,0,0,0,0,0,0,0,0,22
645,8,屏東縣,萬巒鄉,0,0,0,0,0,0,0,0,0,18
646,8,屏東縣,內埔鄉,0,0,0,0,0,0,0,0,0,40
647,8,屏東縣,竹田鄉,0,0,0,0,0,0,0,0,0,16
648,8,屏東縣,新埤鄉,0,0,0,0,0,0,0,0,0,12
649,8,屏東縣,枋寮鄉,0,0,0,0,0,0,0,0,0,22
650,8,屏東縣,新園鄉,0,0,0,0,0,0,0,0,0,28
651,8,屏東縣,崁頂鄉,0,0,0,0,0,0,0,0,0,12
652,8,屏東縣,林邊鄉,0,0,0,0,0,0,0,0,0,16
653,8,屏東縣,南州鄉,0,0,0,0,0,0,0,0,0,11
654,8,屏東縣,佳冬鄉,0,0,0,0,0,0,0,0,0,16
655,8,屏東縣,琉球鄉,0,0,0,0,0,0,0,0,0,9
656,8,屏東縣,車城鄉,0,0,0,0,0,0,0,0,0,13
657,8,屏東縣,滿州鄉,0,0,0,0,0,0,0,0,0,8
658,8,屏東縣,枋山鄉,0,0,0,0,0,0,0,0,0,6
659,8,屏東縣,三地門鄉,0,0,0,0,0,0,0,0,0,10
660,8,屏東縣,霧臺鄉,0,0,0,0,0,0,0,0,0,8
661,8,屏東縣,瑪家鄉,0,0,0,0,0,0,0,0,0,8
662,8,屏東縣,泰武鄉,0,0,0,0,0,0,0,0,0,7
663,8,屏東縣,來義鄉,0,0,0,0,0,0,0,0,0,9
664,8,屏東縣,春日鄉,0,0,0,0,0,0,0,0,0,6
665,8,屏東縣,獅子鄉,0,0,0,0,0,0,0,0,0,8
666,8,屏東縣,牡丹鄉,0,0,0,0,0,0,0,0,0,7
667,8,宜蘭縣,宜蘭市,0,0,0,0,0,0,0,0,0,78
668,8,宜蘭縣,羅東鎮,0,0,0,0,0,0,0,0,0,50
669,8,宜蘭縣,蘇澳鎮,0,0,0,0,0,0,0,0,0,43
670,8,宜蘭縣,頭城鎮,0,0,0,0,0,0,0,0,0,32
671,8,宜蘭縣,礁溪鄉,0,0,0,0,0,0,0,0,0,32
672,8,宜蘭縣,壯圍鄉,0,0,0,0,0,0,0,0,0,23
673,8,宜蘭縣,員山鄉,0,0,0,0,0,0,0,0,0,31
674,8,宜蘭縣,冬山鄉,0,0,0,0,0,0,0,0,0,39
675,8,宜蘭縣,五結鄉,0,0,0,0,0,0,0,0,0,33
676,8,宜蘭縣,三星鄉,0,0,0,0,0,0,0,0,0,21
677,8,宜蘭縣,大同鄉,0,0,0,0,0,0,0,0,0,10
678,8,宜蘭縣,南澳鄉,0,0,0,0,0,0,0,0,0,7
679,8,花蓮縣,花蓮市,0,0,0,0,0,0,0,0,0,81
680,8,花蓮縣,鳳林鎮,0,0,0,0,0,0,0,0,0,15
681,8,花蓮縣,玉里鎮,0,0,0,0,0,0,0,0,0,23
682,8,花蓮縣,新城鄉,0,0,0,0,0,0,0,0,0,19
683,8,花蓮縣,吉安鄉,0,0,0,0,0,0,0,0,0,59
684,8,花蓮縣,壽豐鄉,0,0,0,0,0,0,0,0,0,21
685,8,花蓮縣,光復鄉,0,0,0,0,0,0,0,0,0,17
686,8,花蓮縣,豐濱鄉,0,0,0,0,0,0,0,0,0,7
687,8,花蓮縣,瑞穗鄉,0,0,0,0,0,0,0,0,0,13
688,8,花蓮縣,富里鄉,0,0,0,0,0,0,0,0,0,13
689,8,花蓮縣,秀林鄉,0,0,0,0,0,0,0,0,0,14
690,8,花蓮縣,萬榮鄉,0,0,0,0,0,0,0,0,0,7
691,8,花蓮縣,卓溪鄉,0,0,0,0,0,0,0,0,0,10
692,8,臺東縣,臺東市,0,0,0,0,0,0,0,0,0,69
693,8,臺東縣,成功鎮,0,0,0,0,0,0,0,0,0,17
694,8,臺東縣,關山鎮,0,0,0,0,0,0,0,0,0,9
695,8,臺東縣,卑南鄉,0,0,0,0,0,0,0,0,0,22
696,8,臺東縣,鹿野鄉,0,0,0,0,0,0,0,0,0,10
697,8,臺東縣,池上鄉,0,0,0,0,0,0,0,0,0,12
698,8,臺東縣,東河鄉,0,0,0,0,0,0,0,0,0,11
699,8,臺東縣,長濱鄉,0,0,0,0,0,0,0,0,0,11
700,8,臺東縣,太麻里鄉,0,0,0,0,0,0,0,0,0,15
701,8,臺東縣,大武鄉,0,0,0,0,0,0,0,0,0,6
702,8,臺東縣,綠島鄉,0,0,0,0,0,0,0,0,0,4
703,8,臺東縣,海端鄉,0,0,0,0,0,0,0,0,0,6
704,8,臺東縣,延平鄉,0,0,0,0,0,0,0,0,0,5
705,8,臺東縣,金峰鄉,0,0,0,0,0,0,0,0,0,5
706,8,臺東縣,達仁鄉,0,0,0,0,0,0,0,0,0,7
707,8,臺東縣,蘭嶼鄉,0,0,0,0,0,0,0,0,0,4
708,8,澎湖縣,馬公市,0,0,0,0,0,0,0,0,0,50
709,8,澎湖縣,湖西鄉,0,0,0,0,0,0,0,0,0,23
710,8,澎湖縣,白沙鄉,0,0,0,0,0,0,0,0,0,15
711,8,澎湖縣,西嶼鄉,0,0,0,0,0,0,0,0,0,12
712,8,澎湖縣,望安鄉,0,0,0,0,0,0,0,0,0,10
713,8,澎湖縣,七美鄉,0,0,0,0,0,0,0,0,0,6
714,8,金門縣,金城鎮,0,0,0,0,0,0,0,0,0,21
715,8,金門縣,金沙鎮,0,0,0,0,0,0,0,0,0,13
716,8,金門縣,金湖鎮,0,0,0,0,0,0,0,0,0,17
717,8,金門縣,金寧鄉,0,0,0,0,0,0,0,0,0,17
718,8,金門縣,烈嶼鄉,0,0,0,0,0,0,0,0,0,8
719,8,金門縣,烏坵鄉,0,0,0,0,0,0,0,0,0,2
720,8,連江縣,南竿鄉,0,0,0,0,0,0,0,0,0,4
721,8,連江縣,北竿鄉,0,0,0,0,0,0,0,0,0,2
722,8,連江縣,莒光鄉,0,0,0,0,0,0,0,0,0,2
723,8,連江縣,東引鄉,0,0,0,0,0,0,0,0,0,1
724,8,基隆市,中正區,0,0,0,0,0,0,0,0,0,35
725,8,基隆市,七堵區,0,0,0,0,0,0,0,0,0,39
726,8,基隆市,暖暖區,0,0,0,0,0,0,0,0,0,28
727,8,基隆市,仁愛區,0,0,0,0,0,0,0,0,0,35
728,8,基隆市,中山區,0,0,0,0,0,0,0,0,0,35
729,8,基隆市,安樂區,0,0,0,0,0,0,0,0,0,49
730,8,基隆市,信義區,0,0,0,0,0,0,0,0,0,36
731,8,新竹市,東區,0,0,0,0,0,0,0,0,0,139
732,8,新竹市,北區,0,0,0,0,0,0,0,0,0,105
733,8,新竹市,香山區,0,0,0,0,0,0,0,0,0,55
734,8,嘉義市,東區,0,0,0,0,0,0,0,0,0,81
735,8,嘉義市,西區,0,0,0,0,0,0,0,0,0,96
736,9,臺北市,松山區,0,0,0,0,0,0,0,0,0,117
737,9,臺北市,信義區,0,0,0,0,0,0,0,0,0,142
738,9,臺北市,大安區,0,0,0,0,0,0,0,0,0,188
739,9,臺北市,中山區,0,0,0,0,0,0,0,0,0,133
740,9,臺北市,中正區,0,0,0,0,0,0,0,0,0,96
741,9,臺北市,大同區,0,0,0,0,0,0,0,0,0,82
742,9,臺北市,萬華區,0,0,0,0,0,0,0,0,0,117
743,9,臺北市,文山區,0,0,0,0,0,0,0,0,0,162
744,9,臺北市,南港區,0,0,0,0,0,0,0,0,0,72
745,9,臺北市,內湖區,0,0,0,0,0,0,0,0,0,150
746,9,臺北市,士林區,0,0,0,0,0,0,0,0,0,163
747,9,臺北市,北投區,0,0,0,0,0,0,0,0,0,141
748,9,新北市,板橋區,0,0,0,0,0,0,0,0,0,338
749,9,新北市,三重區,0,0,0,0,0,0,0,0,0,235
750,9,新北市,中和區,0,0,0,0,0,0,0,0,0,244
751,9,新北市,永和區,0,0,0,0,0,0,0,0,0,138
752,9,新北市,新莊區,0,0,0,0,0,0,0,0,0,253
753,9,新北市,新店區,0,0,0,0,0,0,0,0,0,176
754,9,新北市,樹林區,0,0,0,0,0,0,0,0,0,111
755,9,新北市,鶯歌區,0,0,0,0,0,0,0,0,0,50
756,9,新北市,三峽區,0,0,0,0,0,0,0,0,0,70
757,9,新北市,淡水區,0,0,0,0,0,0,0,0,0,96
758,9,新北市,汐止區,0,0,0,0,0,0,0,0,0,111
759,9,新北市,瑞芳區,0,0,0,0,0,0,0,0,0,46
760,9,新北市,土城區,0,0,0,0,0,0,0,0,0,142
761,9,新北市,蘆洲區,0,0,0,0,0,0,0,0,0,104
762,9,新北市,五股區,0,0,0,0,0,0,0,0,0,48
763,9,新北市,泰山區,0,0,0,0,0,0,0,0,0,47
764,9,新北市,林口區,0,0,0,0,0,0,0,0,0,62
765,9,新北市,深坑區,0,0,0,0,0,0,0,0,0,16
766,9,新北市,石碇區,0,0,0,0,0,0,0,0,0,13
767,9,新北市,坪林區,0,0,0,0,0,0,0,0,0,10
768,9,新北市,三芝區,0,0,0,0,0,0,0,0,0,18
769,9,新北市,石門區,0,0,0,0,0,0,0,0,0,10
770,9,新北市,八里區,0,0,0,0,0,0,0,0,0,20
771,9,新北市,平溪區,0,0,0,0,0,0,0,0,0,12
772,9,新北市,雙溪區,0,0,0,0,0,0,0,0,0,17
773,9,新北市,貢寮區,0,0,0,0,0,0,0,0,0,18
774,9,新北市,金山區,0,0,0,0,0,0,0,0,0,19
775,9,新北市,萬里區,0,0,0,0,0,0,0,0,0,16
776,9,新北市,烏來區,0,0,0,0,0,0,0,0,0,6
777,9,桃園市,桃園區,0,0,0,0,0,0,0,0,0,216
778,9,桃園市,中壢區,0,0,0,0,0,0,0,0,0,210
779,9,桃園市,大溪區,0,0,0,0,0,0,0,0,0,59
780,9,桃園市,楊梅區,0,0,0,0,0,0,0,0,0,82
781,9,桃園市,蘆竹區,0,0,0,0,0,0,0,0,0,76
