,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,24299,7480,31779,2014,33793.0,57019.0,59.27,42.62,41,117,20181124-222841
1,7,臺北市,信義區,43091,12170,55261,3025,58286.0,99957.0,58.31,43.11,78,142,20181124-222841
2,7,臺北市,大安區,22800,6882,29682,1550,31232.0,56032.0,55.74,40.69,45,188,20181124-222841
3,7,臺北市,中山區,54068,17508,71576,4865,76441.0,135049.0,56.6,40.04,93,133,20181124-222841
4,7,臺北市,中正區,30109,9110,39219,2391,41610.0,71384.0,58.29,42.18,56,96,20181124-222841
5,7,臺北市,大同區,23088,7927,31015,2529,33544.0,57520.0,58.32,40.14,46,82,20181124-222842
6,7,臺北市,萬華區,44445,13468,57913,4669,62582.0,112734.0,55.51,39.42,82,117,20181124-222842
7,7,臺北市,文山區,35475,8993,44468,2893,47361.0,78688.0,60.19,45.08,60,162,20181124-222842
8,7,臺北市,南港區,42649,11859,54508,3120,57628.0,100518.0,57.33,42.43,71,72,20181124-222843
9,7,臺北市,內湖區,37798,10789,48587,2725,51312.0,87782.0,58.45,43.06,59,150,20181124-222843
10,7,臺北市,士林區,23101,7827,30928,2658,33586.0,59271.0,56.67,38.98,45,163,20181124-222843
11,7,臺北市,北投區,18852,5593,24445,1787,26232.0,47810.0,54.87,39.43,35,141,20181124-222843
12,7,新北市,板橋區,146950,44082,191032,15445,206477.0,367959.0,56.11,39.94,279,338,20181124-222843
13,7,新北市,三重區,79527,24969,104496,10316,114812.0,203356.0,56.46,39.11,153,235,20181124-222844
14,7,新北市,中和區,96478,24879,121357,8143,129500.0,233843.0,55.38,41.26,167,244,20181124-222844
15,7,新北市,永和區,52827,12980,65807,4147,69954.0,117927.0,59.32,44.8,91,138,20181124-222844
16,7,新北市,新莊區,101905,29767,131672,10047,141719.0,251659.0,56.31,40.49,187,253,20181124-222844
17,7,新北市,新店區,55514,13123,68637,4232,72869.0,131544.0,55.4,42.2,94,176,20181124-222845
18,7,新北市,樹林區,43447,12410,55857,3986,59843.0,110060.0,54.37,39.48,83,111,20181124-222845
19,7,新北市,鶯歌區,19633,5709,25342,1714,27056.0,51309.0,52.73,38.26,38,50,20181124-222845
20,7,新北市,三峽區,34676,9811,44487,3111,47598.0,91049.0,52.28,38.08,68,70,20181124-222845
21,7,新北市,淡水區,32862,9072,41934,2703,44637.0,84620.0,52.75,38.83,61,96,20181124-222846
22,7,新北市,汐止區,41366,11167,52533,3560,56093.0,108472.0,51.71,38.14,71,111,20181124-222846
23,7,新北市,瑞芳區,11579,3123,14702,1202,15904.0,33365.0,47.67,34.7,45,46,20181124-222846
24,7,新北市,土城區,63149,17888,81037,6381,87418.0,161898.0,54.0,39.01,117,142,20181124-222846
25,7,新北市,蘆洲區,49999,15167,65166,5455,70621.0,131940.0,53.53,37.9,83,104,20181124-222847
26,7,新北市,五股區,24336,7023,31359,2563,33922.0,64231.0,52.81,37.89,43,48,20181124-222847
27,7,新北市,泰山區,13113,3483,16596,1099,17695.0,32215.0,54.93,40.7,26,47,20181124-222847
28,7,新北市,林口區,23848,6246,30094,1804,31898.0,57061.0,55.9,41.79,42,62,20181124-222847
29,7,新北市,深坑區,6962,1863,8825,601,9426.0,17434.0,54.07,39.93,14,16,20181124-222848
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181124-222848
31,7,新北市,坪林區,2075,535,2610,311,2921.0,5891.0,49.58,35.22,10,10,20181124-222848
32,7,新北市,三芝區,6999,1927,8926,704,9630.0,20119.0,47.87,34.79,18,18,20181124-222848
33,7,新北市,石門區,3899,1018,4917,509,5426.0,10528.0,51.54,37.03,10,10,20181124-222848
34,7,新北市,八里區,10031,2772,12803,993,13796.0,25795.0,53.48,38.89,16,20,20181124-222849
35,7,新北市,平溪區,1428,412,1840,190,2030.0,4321.0,46.98,33.05,12,12,20181124-222849
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181124-222849
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181124-222849
38,7,新北市,金山區,6853,1860,8713,843,9556.0,18978.0,50.35,36.11,19,19,20181124-222849
39,7,新北市,萬里區,6883,1811,8694,854,9548.0,19297.0,49.48,35.67,16,16,20181124-222850
40,7,新北市,烏來區,942,210,1152,79,1231.0,2527.0,48.71,37.28,4,6,20181124-222850
41,7,桃園市,桃園區,38793,10425,49218,2790,52008.0,101447.0,51.27,38.24,68,216,20181124-222850
42,7,桃園市,中壢區,40212,9977,50189,2668,52857.0,100474.0,52.61,40.02,70,210,20181124-222850
43,7,桃園市,大溪區,22394,6051,28445,2293,30738.0,59368.0,51.78,37.72,45,59,20181124-222850
44,7,桃園市,楊梅區,28669,6444,35113,1887,37000.0,72966.0,50.71,39.29,47,82,20181124-222851
45,7,桃園市,蘆竹區,32758,8930,41688,2716,44404.0,87165.0,50.94,37.58,55,76,20181124-222851
46,7,桃園市,大園區,13348,3612,16960,1100,18060.0,36463.0,49.53,36.61,26,50,20181124-222851
47,7,桃園市,龜山區,18592,4825,23417,1354,24771.0,51777.0,47.84,35.91,35,78,20181124-222851
48,7,桃園市,八德區,43414,11289,54703,3448,58151.0,115685.0,50.27,37.53,74,101,20181124-222852
49,7,桃園市,龍潭區,20000,4379,24379,1355,25734.0,48794.0,52.74,40.99,34,64,20181124-222852
50,7,桃園市,平鎮區,44628,10517,55145,2674,57819.0,108437.0,53.32,41.16,78,125,20181124-222852
51,7,桃園市,新屋區,13140,3542,16682,1005,17687.0,32117.0,55.07,40.91,25,30,20181124-222852
52,7,桃園市,觀音區,14293,3720,18013,1221,19234.0,38598.0,49.83,37.03,29,41,20181124-222852
53,7,桃園市,復興區,1250,312,1562,115,1677.0,3341.0,50.19,37.41,4,10,20181124-222853
54,7,臺中市,中區,5376,1350,6726,389,7115.0,13044.0,54.55,41.21,11,12,20181124-222853
55,7,臺中市,東區,23447,5745,29192,1789,30981.0,52698.0,58.79,44.49,41,49,20181124-222853
56,7,臺中市,南區,38838,9230,48068,2601,50669.0,83418.0,60.74,46.56,60,74,20181124-222853
