,縣市,行政區,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,0,0.0,0,117,20181124-173342
1,臺北市,松山區,0,0.0,0,117,20181124-173342
2,臺北市,松山區,0,0.0,0,117,20181124-173342
3,臺北市,松山區,0,0.0,0,117,20181124-173342
4,臺北市,松山區,0,0.0,0,117,20181124-173342
5,臺北市,信義區,0,0.0,0,142,20181124-173342
6,臺北市,信義區,0,0.0,0,142,20181124-173342
7,臺北市,信義區,0,0.0,0,142,20181124-173342
8,臺北市,信義區,0,0.0,0,142,20181124-173342
9,臺北市,信義區,0,0.0,0,142,20181124-173342
10,臺北市,大安區,0,0.0,0,188,20181124-173342
11,臺北市,大安區,0,0.0,0,188,20181124-173342
12,臺北市,大安區,0,0.0,0,188,20181124-173342
13,臺北市,大安區,0,0.0,0,188,20181124-173342
14,臺北市,大安區,0,0.0,0,188,20181124-173342
15,臺北市,中山區,0,0.0,0,133,20181124-173342
16,臺北市,中山區,0,0.0,0,133,20181124-173342
17,臺北市,中山區,0,0.0,0,133,20181124-173342
18,臺北市,中山區,0,0.0,0,133,20181124-173342
19,臺北市,中山區,0,0.0,0,133,20181124-173342
20,臺北市,中正區,0,0.0,0,96,20181124-173342
21,臺北市,中正區,0,0.0,0,96,20181124-173342
22,臺北市,中正區,0,0.0,0,96,20181124-173342
23,臺北市,中正區,0,0.0,0,96,20181124-173342
24,臺北市,中正區,0,0.0,0,96,20181124-173342
25,臺北市,大同區,0,0.0,0,82,20181124-173342
26,臺北市,大同區,0,0.0,0,82,20181124-173342
27,臺北市,大同區,0,0.0,0,82,20181124-173342
28,臺北市,大同區,0,0.0,0,82,20181124-173342
29,臺北市,大同區,0,0.0,0,82,20181124-173342
30,臺北市,萬華區,0,0.0,0,117,20181124-173342
31,臺北市,萬華區,0,0.0,0,117,20181124-173342
32,臺北市,萬華區,0,0.0,0,117,20181124-173342
33,臺北市,萬華區,0,0.0,0,117,20181124-173342
34,臺北市,萬華區,0,0.0,0,117,20181124-173342
35,臺北市,文山區,0,0.0,0,162,20181124-173342
36,臺北市,文山區,0,0.0,0,162,20181124-173342
37,臺北市,文山區,0,0.0,0,162,20181124-173342
38,臺北市,文山區,0,0.0,0,162,20181124-173342
39,臺北市,文山區,0,0.0,0,162,20181124-173342
40,臺北市,南港區,6,0.7,1,72,20181124-173342
41,臺北市,南港區,270,31.47,1,72,20181124-173342
42,臺北市,南港區,173,20.16,1,72,20181124-173342
43,臺北市,南港區,406,47.32,1,72,20181124-173342
44,臺北市,南港區,3,0.35,1,72,20181124-173342
45,臺北市,內湖區,0,0.0,0,150,20181124-173342
46,臺北市,內湖區,0,0.0,0,150,20181124-173342
47,臺北市,內湖區,0,0.0,0,150,20181124-173342
48,臺北市,內湖區,0,0.0,0,150,20181124-173342
49,臺北市,內湖區,0,0.0,0,150,20181124-173342
50,臺北市,士林區,0,0.0,0,163,20181124-173342
51,臺北市,士林區,0,0.0,0,163,20181124-173342
52,臺北市,士林區,0,0.0,0,163,20181124-173342
53,臺北市,士林區,0,0.0,0,163,20181124-173342
54,臺北市,士林區,0,0.0,0,163,20181124-173342
55,臺北市,北投區,0,0.0,0,141,20181124-173342
56,臺北市,北投區,0,0.0,0,141,20181124-173342
57,臺北市,北投區,0,0.0,0,141,20181124-173342
58,臺北市,北投區,0,0.0,0,141,20181124-173342
59,臺北市,北投區,0,0.0,0,141,20181124-173342
60,新北市,板橋區,0,0.0,0,338,20181124-173342
61,新北市,板橋區,0,0.0,0,338,20181124-173342
62,新北市,三重區,0,0.0,0,235,20181124-173342
63,新北市,三重區,0,0.0,0,235,20181124-173342
64,新北市,中和區,236,34.6,2,244,20181124-173342
65,新北市,中和區,446,65.4,2,244,20181124-173342
66,新北市,永和區,74,14.89,1,138,20181124-173342
67,新北市,永和區,423,85.11,1,138,20181124-173342
68,新北市,新莊區,0,0.0,0,253,20181124-173342
69,新北市,新莊區,0,0.0,0,253,20181124-173342
70,新北市,新店區,0,0.0,0,176,20181124-173342
71,新北市,新店區,0,0.0,0,176,20181124-173342
72,新北市,樹林區,0,0.0,0,111,20181124-173342
73,新北市,樹林區,0,0.0,0,111,20181124-173342
74,新北市,鶯歌區,0,0.0,0,50,20181124-173342
75,新北市,鶯歌區,0,0.0,0,50,20181124-173342
76,新北市,三峽區,480,49.43,2,70,20181124-173343
77,新北市,三峽區,491,50.57,2,70,20181124-173343
78,新北市,淡水區,0,0.0,0,96,20181124-173343
79,新北市,淡水區,0,0.0,0,96,20181124-173343
80,新北市,汐止區,0,0.0,0,111,20181124-173343
81,新北市,汐止區,0,0.0,0,111,20181124-173343
82,新北市,瑞芳區,0,0.0,0,46,20181124-173343
83,新北市,瑞芳區,0,0.0,0,46,20181124-173343
84,新北市,土城區,0,0.0,0,142,20181124-173343
85,新北市,土城區,0,0.0,0,142,20181124-173343
86,新北市,蘆洲區,0,0.0,0,104,20181124-173343
87,新北市,蘆洲區,0,0.0,0,104,20181124-173343
88,新北市,五股區,282,48.37,1,48,20181124-173343
89,新北市,五股區,301,51.63,1,48,20181124-173343
90,新北市,泰山區,0,0.0,0,47,20181124-173343
91,新北市,泰山區,0,0.0,0,47,20181124-173343
92,新北市,林口區,0,0.0,0,62,20181124-173343
93,新北市,林口區,0,0.0,0,62,20181124-173343
94,新北市,深坑區,0,0.0,0,16,20181124-173343
95,新北市,深坑區,0,0.0,0,16,20181124-173343
96,新北市,石碇區,0,0.0,0,13,20181124-173343
97,新北市,石碇區,0,0.0,0,13,20181124-173343
98,新北市,坪林區,88,44.44,1,10,20181124-173344
99,新北市,坪林區,110,55.56,1,10,20181124-173344
100,新北市,三芝區,107,50.23,1,18,20181124-173344
101,新北市,三芝區,106,49.77,1,18,20181124-173344
102,新北市,石門區,75,37.88,1,10,20181124-173344
103,新北市,石門區,123,62.12,1,10,20181124-173344
104,新北市,八里區,0,0.0,0,20,20181124-173344
105,新北市,八里區,0,0.0,0,20,20181124-173344
106,新北市,平溪區,523,44.7,7,12,20181124-173344
107,新北市,平溪區,647,55.3,7,12,20181124-173344
108,新北市,貢寮區,917,54.52,6,18,20181124-173345
109,新北市,貢寮區,765,45.48,6,18,20181124-173345
110,新北市,金山區,205,44.09,2,19,20181124-173345
111,新北市,金山區,260,55.91,2,19,20181124-173345
112,新北市,萬里區,274,45.29,2,16,20181124-173345
113,新北市,萬里區,331,54.71,2,16,20181124-173345
114,新北市,烏來區,0,0.0,0,6,20181124-173345
115,新北市,烏來區,0,0.0,0,6,20181124-173345
116,桃園市,桃園區,0,0.0,0,216,20181124-173346
117,桃園市,桃園區,0,0.0,0,216,20181124-173346
118,桃園市,桃園區,0,0.0,0,216,20181124-173346
119,桃園市,桃園區,0,0.0,0,216,20181124-173346
120,桃園市,桃園區,0,0.0,0,216,20181124-173346
121,桃園市,中壢區,0,0.0,0,210,20181124-173346
122,桃園市,中壢區,0,0.0,0,210,20181124-173346
123,桃園市,中壢區,0,0.0,0,210,20181124-173346
124,桃園市,中壢區,0,0.0,0,210,20181124-173346
125,桃園市,中壢區,0,0.0,0,210,20181124-173346
126,桃園市,大溪區,0,0.0,0,59,20181124-173346
127,桃園市,大溪區,0,0.0,0,59,20181124-173346
128,桃園市,大溪區,0,0.0,0,59,20181124-173346
129,桃園市,大溪區,0,0.0,0,59,20181124-173346
130,桃園市,大溪區,0,0.0,0,59,20181124-173346
131,桃園市,楊梅區,0,0.0,0,82,20181124-173346
132,桃園市,楊梅區,0,0.0,0,82,20181124-173346
133,桃園市,楊梅區,0,0.0,0,82,20181124-173346
134,桃園市,楊梅區,0,0.0,0,82,20181124-173346
135,桃園市,楊梅區,0,0.0,0,82,20181124-173346
136,桃園市,蘆竹區,0,0.0,0,76,20181124-173346
137,桃園市,蘆竹區,0,0.0,0,76,20181124-173346
138,桃園市,蘆竹區,0,0.0,0,76,20181124-173346
139,桃園市,蘆竹區,0,0.0,0,76,20181124-173346
140,桃園市,蘆竹區,0,0.0,0,76,20181124-173346
141,桃園市,大園區,0,0.0,0,50,20181124-173347
142,桃園市,大園區,0,0.0,0,50,20181124-173347
143,桃園市,大園區,0,0.0,0,50,20181124-173347
