,no,city,district,url
602,8,雲林縣,古坑鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009000700000000.html
603,8,雲林縣,大埤鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009000800000000.html
604,8,雲林縣,莿桐鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009000900000000.html
605,8,雲林縣,林內鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001000000000.html
606,8,雲林縣,二崙鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001100000000.html
607,8,雲林縣,崙背鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001200000000.html
608,8,雲林縣,麥寮鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001300000000.html
609,8,雲林縣,東勢鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001400000000.html
610,8,雲林縣,褒忠鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001500000000.html
611,8,雲林縣,臺西鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001600000000.html
612,8,雲林縣,元長鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001700000000.html
613,8,雲林縣,四湖鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001800000000.html
614,8,雲林縣,口湖鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009001900000000.html
615,8,雲林縣,水林鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10009002000000000.html
616,8,嘉義縣,太保市,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000100000000.html
617,8,嘉義縣,朴子市,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000200000000.html
618,8,嘉義縣,布袋鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000300000000.html
619,8,嘉義縣,大林鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000400000000.html
620,8,嘉義縣,民雄鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000500000000.html
621,8,嘉義縣,溪口鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000600000000.html
622,8,嘉義縣,新港鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000700000000.html
623,8,嘉義縣,六腳鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000800000000.html
624,8,嘉義縣,東石鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010000900000000.html
625,8,嘉義縣,義竹鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001000000000.html
626,8,嘉義縣,鹿草鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001100000000.html
627,8,嘉義縣,水上鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001200000000.html
628,8,嘉義縣,中埔鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001300000000.html
629,8,嘉義縣,竹崎鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001400000000.html
630,8,嘉義縣,梅山鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001500000000.html
631,8,嘉義縣,番路鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001600000000.html
632,8,嘉義縣,大埔鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001700000000.html
633,8,嘉義縣,阿里山鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10010001800000000.html
634,8,屏東縣,屏東市,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000100000000.html
635,8,屏東縣,潮州鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000200000000.html
636,8,屏東縣,東港鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000300000000.html
637,8,屏東縣,恆春鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000400000000.html
638,8,屏東縣,萬丹鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000500000000.html
639,8,屏東縣,長治鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000600000000.html
640,8,屏東縣,麟洛鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000700000000.html
641,8,屏東縣,九如鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000800000000.html
642,8,屏東縣,里港鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013000900000000.html
643,8,屏東縣,鹽埔鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001000000000.html
644,8,屏東縣,高樹鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001100000000.html
645,8,屏東縣,萬巒鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001200000000.html
646,8,屏東縣,內埔鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001300000000.html
647,8,屏東縣,竹田鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001400000000.html
648,8,屏東縣,新埤鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001500000000.html
649,8,屏東縣,枋寮鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001600000000.html
650,8,屏東縣,新園鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001700000000.html
651,8,屏東縣,崁頂鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001800000000.html
652,8,屏東縣,林邊鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013001900000000.html
653,8,屏東縣,南州鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002000000000.html
654,8,屏東縣,佳冬鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002100000000.html
655,8,屏東縣,琉球鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002200000000.html
656,8,屏東縣,車城鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002300000000.html
657,8,屏東縣,滿州鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002400000000.html
658,8,屏東縣,枋山鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002500000000.html
659,8,屏東縣,三地門鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002600000000.html
660,8,屏東縣,霧臺鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002700000000.html
661,8,屏東縣,瑪家鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002800000000.html
662,8,屏東縣,泰武鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013002900000000.html
663,8,屏東縣,來義鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013003000000000.html
664,8,屏東縣,春日鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013003100000000.html
665,8,屏東縣,獅子鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013003200000000.html
666,8,屏東縣,牡丹鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10013003300000000.html
667,8,宜蘭縣,宜蘭市,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000100000000.html
668,8,宜蘭縣,羅東鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000200000000.html
669,8,宜蘭縣,蘇澳鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000300000000.html
670,8,宜蘭縣,頭城鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000400000000.html
671,8,宜蘭縣,礁溪鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000500000000.html
672,8,宜蘭縣,壯圍鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000600000000.html
673,8,宜蘭縣,員山鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000700000000.html
674,8,宜蘭縣,冬山鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000800000000.html
675,8,宜蘭縣,五結鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002000900000000.html
676,8,宜蘭縣,三星鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002001000000000.html
677,8,宜蘭縣,大同鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002001100000000.html
678,8,宜蘭縣,南澳鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10002001200000000.html
679,8,花蓮縣,花蓮市,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000100000000.html
680,8,花蓮縣,鳳林鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000200000000.html
681,8,花蓮縣,玉里鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000300000000.html
682,8,花蓮縣,新城鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000400000000.html
683,8,花蓮縣,吉安鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000500000000.html
684,8,花蓮縣,壽豐鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000600000000.html
685,8,花蓮縣,光復鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000700000000.html
686,8,花蓮縣,豐濱鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000800000000.html
687,8,花蓮縣,瑞穗鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015000900000000.html
688,8,花蓮縣,富里鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015001000000000.html
689,8,花蓮縣,秀林鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015001100000000.html
690,8,花蓮縣,萬榮鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015001200000000.html
691,8,花蓮縣,卓溪鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10015001300000000.html
692,8,臺東縣,臺東市,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000100000000.html
693,8,臺東縣,成功鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000200000000.html
694,8,臺東縣,關山鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000300000000.html
695,8,臺東縣,卑南鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000400000000.html
696,8,臺東縣,鹿野鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000500000000.html
697,8,臺東縣,池上鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000600000000.html
698,8,臺東縣,東河鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000700000000.html
699,8,臺東縣,長濱鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000800000000.html
700,8,臺東縣,太麻里鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014000900000000.html
701,8,臺東縣,大武鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014001000000000.html
702,8,臺東縣,綠島鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014001100000000.html
703,8,臺東縣,海端鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014001200000000.html
704,8,臺東縣,延平鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014001300000000.html
705,8,臺東縣,金峰鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014001400000000.html
706,8,臺東縣,達仁鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014001500000000.html
707,8,臺東縣,蘭嶼鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10014001600000000.html
708,8,澎湖縣,馬公市,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10016000100000000.html
709,8,澎湖縣,湖西鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10016000200000000.html
710,8,澎湖縣,白沙鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10016000300000000.html
711,8,澎湖縣,西嶼鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10016000400000000.html
712,8,澎湖縣,望安鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10016000500000000.html
713,8,澎湖縣,七美鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10016000600000000.html
714,8,金門縣,金城鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09020000100000000.html
715,8,金門縣,金沙鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09020000200000000.html
716,8,金門縣,金湖鎮,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09020000300000000.html
717,8,金門縣,金寧鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09020000400000000.html
718,8,金門縣,烈嶼鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09020000500000000.html
719,8,金門縣,烏坵鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09020000600000000.html
720,8,連江縣,南竿鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09007000100000000.html
721,8,連江縣,北竿鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09007000200000000.html
722,8,連江縣,莒光鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09007000300000000.html
723,8,連江縣,東引鄉,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/09007000400000000.html
724,8,基隆市,中正區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10017000100000000.html
725,8,基隆市,七堵區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10017000200000000.html
726,8,基隆市,暖暖區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10017000300000000.html
727,8,基隆市,仁愛區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10017000400000000.html
728,8,基隆市,中山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10017000500000000.html
729,8,基隆市,安樂區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10017000600000000.html
730,8,基隆市,信義區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10017000700000000.html
731,8,新竹市,東區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10018000100000000.html
732,8,新竹市,北區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10018000200000000.html
733,8,新竹市,香山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10018000300000000.html
734,8,嘉義市,東區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10020000100000000.html
735,8,嘉義市,西區,http://referendum.2018.nat.gov.tw/pc/zh_TW/02/10020000200000000.html
736,9,臺北市,松山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000100000000.html
737,9,臺北市,信義區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000200000000.html
738,9,臺北市,大安區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000300000000.html
739,9,臺北市,中山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000400000000.html
740,9,臺北市,中正區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000500000000.html
741,9,臺北市,大同區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000600000000.html
742,9,臺北市,萬華區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000700000000.html
743,9,臺北市,文山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000800000000.html
744,9,臺北市,南港區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000000900000000.html
745,9,臺北市,內湖區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000001000000000.html
746,9,臺北市,士林區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000001100000000.html
747,9,臺北市,北投區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/63000001200000000.html
748,9,新北市,板橋區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000100000000.html
749,9,新北市,三重區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000200000000.html
750,9,新北市,中和區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000300000000.html
751,9,新北市,永和區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000400000000.html
752,9,新北市,新莊區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000500000000.html
753,9,新北市,新店區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000600000000.html
754,9,新北市,樹林區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000700000000.html
755,9,新北市,鶯歌區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000800000000.html
756,9,新北市,三峽區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000000900000000.html
757,9,新北市,淡水區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001000000000.html
758,9,新北市,汐止區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001100000000.html
759,9,新北市,瑞芳區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001200000000.html
760,9,新北市,土城區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001300000000.html
761,9,新北市,蘆洲區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001400000000.html
762,9,新北市,五股區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001500000000.html
763,9,新北市,泰山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001600000000.html
764,9,新北市,林口區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001700000000.html
765,9,新北市,深坑區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001800000000.html
766,9,新北市,石碇區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000001900000000.html
767,9,新北市,坪林區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002000000000.html
768,9,新北市,三芝區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002100000000.html
769,9,新北市,石門區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002200000000.html
770,9,新北市,八里區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002300000000.html
771,9,新北市,平溪區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002400000000.html
772,9,新北市,雙溪區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002500000000.html
773,9,新北市,貢寮區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002600000000.html
774,9,新北市,金山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002700000000.html
775,9,新北市,萬里區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002800000000.html
776,9,新北市,烏來區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/65000002900000000.html
777,9,桃園市,桃園區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000100000000.html
778,9,桃園市,中壢區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000200000000.html
779,9,桃園市,大溪區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000300000000.html
780,9,桃園市,楊梅區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000400000000.html
781,9,桃園市,蘆竹區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000500000000.html
782,9,桃園市,大園區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000600000000.html
783,9,桃園市,龜山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000700000000.html
784,9,桃園市,八德區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000800000000.html
785,9,桃園市,龍潭區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000000900000000.html
786,9,桃園市,平鎮區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000001000000000.html
787,9,桃園市,新屋區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000001100000000.html
788,9,桃園市,觀音區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000001200000000.html
789,9,桃園市,復興區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/68000001300000000.html
790,9,臺中市,中區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000100000000.html
791,9,臺中市,東區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000200000000.html
792,9,臺中市,南區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000300000000.html
793,9,臺中市,西區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000400000000.html
794,9,臺中市,北區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000500000000.html
795,9,臺中市,西屯區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000600000000.html
796,9,臺中市,南屯區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000700000000.html
797,9,臺中市,北屯區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000800000000.html
798,9,臺中市,豐原區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000000900000000.html
799,9,臺中市,東勢區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001000000000.html
800,9,臺中市,大甲區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001100000000.html
801,9,臺中市,清水區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001200000000.html
802,9,臺中市,沙鹿區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001300000000.html
803,9,臺中市,梧棲區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001400000000.html
804,9,臺中市,后里區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001500000000.html
805,9,臺中市,神岡區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001600000000.html
806,9,臺中市,潭子區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001700000000.html
807,9,臺中市,大雅區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001800000000.html
808,9,臺中市,新社區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000001900000000.html
809,9,臺中市,石岡區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002000000000.html
810,9,臺中市,外埔區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002100000000.html
811,9,臺中市,大安區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002200000000.html
812,9,臺中市,烏日區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002300000000.html
813,9,臺中市,大肚區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002400000000.html
814,9,臺中市,龍井區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002500000000.html
815,9,臺中市,霧峰區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002600000000.html
816,9,臺中市,太平區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002700000000.html
817,9,臺中市,大里區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002800000000.html
818,9,臺中市,和平區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/66000002900000000.html
819,9,臺南市,新營區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000100000000.html
820,9,臺南市,鹽水區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000200000000.html
821,9,臺南市,白河區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000300000000.html
822,9,臺南市,柳營區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000400000000.html
823,9,臺南市,後壁區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000500000000.html
824,9,臺南市,東山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000600000000.html
825,9,臺南市,麻豆區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000700000000.html
826,9,臺南市,下營區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000800000000.html
827,9,臺南市,六甲區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000000900000000.html
828,9,臺南市,官田區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001000000000.html
829,9,臺南市,大內區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001100000000.html
830,9,臺南市,佳里區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001200000000.html
831,9,臺南市,學甲區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001300000000.html
832,9,臺南市,西港區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001400000000.html
833,9,臺南市,七股區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001500000000.html
834,9,臺南市,將軍區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001600000000.html
835,9,臺南市,北門區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001700000000.html
836,9,臺南市,新化區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001800000000.html
837,9,臺南市,善化區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000001900000000.html
838,9,臺南市,新市區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002000000000.html
839,9,臺南市,安定區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002100000000.html
840,9,臺南市,山上區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002200000000.html
841,9,臺南市,玉井區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002300000000.html
842,9,臺南市,楠西區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002400000000.html
843,9,臺南市,南化區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002500000000.html
844,9,臺南市,左鎮區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002600000000.html
845,9,臺南市,仁德區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002700000000.html
846,9,臺南市,歸仁區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002800000000.html
847,9,臺南市,關廟區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000002900000000.html
848,9,臺南市,龍崎區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003000000000.html
849,9,臺南市,永康區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003100000000.html
850,9,臺南市,東區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003200000000.html
851,9,臺南市,南區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003300000000.html
852,9,臺南市,北區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003400000000.html
853,9,臺南市,安南區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003500000000.html
854,9,臺南市,安平區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003600000000.html
855,9,臺南市,中西區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/67000003700000000.html
856,9,高雄市,鹽埕區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000100000000.html
857,9,高雄市,鼓山區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000200000000.html
858,9,高雄市,左營區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000300000000.html
859,9,高雄市,楠梓區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000400000000.html
860,9,高雄市,三民區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000500000000.html
861,9,高雄市,新興區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000600000000.html
862,9,高雄市,前金區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000700000000.html
863,9,高雄市,苓雅區,http://referendum.2018.nat.gov.tw/pc/zh_TW/03/64000000800000000.html
