,縣市,行政區,候選人,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,1,0,0.0,0,117,20181124-180913
1,臺北市,松山區,2,0,0.0,0,117,20181124-180913
2,臺北市,松山區,3,0,0.0,0,117,20181124-180913
3,臺北市,松山區,4,0,0.0,0,117,20181124-180913
4,臺北市,松山區,5,0,0.0,0,117,20181124-180913
5,臺北市,信義區,1,10,0.49,3,142,20181124-180913
6,臺北市,信義區,2,810,40.06,3,142,20181124-180913
7,臺北市,信義區,3,313,15.48,3,142,20181124-180913
8,臺北市,信義區,4,881,43.57,3,142,20181124-180913
9,臺北市,信義區,5,8,0.4,3,142,20181124-180913
10,臺北市,大安區,1,4,0.77,1,188,20181124-180914
11,臺北市,大安區,2,253,48.56,1,188,20181124-180914
12,臺北市,大安區,3,88,16.89,1,188,20181124-180914
13,臺北市,大安區,4,172,33.01,1,188,20181124-180914
14,臺北市,大安區,5,4,0.77,1,188,20181124-180914
15,臺北市,中山區,1,5,0.34,2,133,20181124-180914
16,臺北市,中山區,2,468,31.77,2,133,20181124-180914
17,臺北市,中山區,3,395,26.82,2,133,20181124-180914
18,臺北市,中山區,4,598,40.6,2,133,20181124-180914
19,臺北市,中山區,5,7,0.48,2,133,20181124-180914
20,臺北市,中正區,1,10,0.29,5,96,20181124-180915
21,臺北市,中正區,2,532,15.27,5,96,20181124-180915
22,臺北市,中正區,3,22,0.63,5,96,20181124-180915
23,臺北市,大同區,1,0,0.0,0,82,20181124-180915
24,臺北市,大同區,2,0,0.0,0,82,20181124-180915
25,臺北市,大同區,3,0,0.0,0,82,20181124-180915
26,臺北市,大同區,4,0,0.0,0,82,20181124-180915
27,臺北市,大同區,5,0,0.0,0,82,20181124-180915
28,臺北市,萬華區,1,24,0.5,6,117,20181124-180915
29,臺北市,萬華區,2,849,17.52,6,117,20181124-180915
30,臺北市,萬華區,3,17,0.35,6,117,20181124-180915
31,臺北市,文山區,1,0,0.0,0,162,20181124-180915
32,臺北市,文山區,2,0,0.0,0,162,20181124-180915
33,臺北市,文山區,3,0,0.0,0,162,20181124-180915
34,臺北市,文山區,4,0,0.0,0,162,20181124-180915
35,臺北市,文山區,5,0,0.0,0,162,20181124-180915
36,臺北市,南港區,1,46,0.37,14,72,20181124-180916
37,臺北市,南港區,2,58,0.47,14,72,20181124-180916
38,臺北市,內湖區,1,0,0.0,1,150,20181124-180916
39,臺北市,內湖區,2,68,22.59,1,150,20181124-180916
40,臺北市,內湖區,3,92,30.56,1,150,20181124-180916
41,臺北市,內湖區,4,141,46.84,1,150,20181124-180916
42,臺北市,內湖區,5,0,0.0,1,150,20181124-180916
43,臺北市,士林區,1,0,0.0,0,163,20181124-180916
44,臺北市,士林區,2,0,0.0,0,163,20181124-180916
45,臺北市,士林區,3,0,0.0,0,163,20181124-180916
46,臺北市,士林區,4,0,0.0,0,163,20181124-180916
