,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,8862,2890,11752,746,12498.0,20288.0,61.6,43.68,16,117,20181124-214852
1,7,臺北市,信義區,31253,8922,40175,2208,42383.0,72497.0,58.46,43.11,58,142,20181124-214852
2,7,臺北市,大安區,12339,4042,16381,831,17212.0,31587.0,54.49,39.06,26,188,20181124-214852
3,7,臺北市,中山區,38975,12366,51341,3504,54845.0,97827.0,56.06,39.84,68,133,20181124-214853
4,7,臺北市,中正區,20786,6171,26957,1606,28563.0,49061.0,58.22,42.37,39,96,20181124-214853
5,7,臺北市,大同區,16402,5668,22070,1850,23920.0,40640.0,58.86,40.36,33,82,20181124-214853
6,7,臺北市,萬華區,31236,9435,40671,3327,43998.0,80499.0,54.66,38.8,59,117,20181124-214853
7,7,臺北市,文山區,21839,5693,27532,1802,29334.0,48314.0,60.72,45.2,38,162,20181124-214853
8,7,臺北市,南港區,41302,11496,52798,3060,55858.0,97163.0,57.49,42.51,69,72,20181124-214854
9,7,臺北市,內湖區,22793,6595,29388,1756,31144.0,53483.0,58.23,42.62,37,150,20181124-214854
10,7,臺北市,士林區,12917,4322,17239,1386,18625.0,31772.0,58.62,40.66,26,163,20181124-214854
11,7,臺北市,北投區,8268,2273,10541,793,11334.0,20867.0,54.32,39.62,17,141,20181124-214854
12,7,新北市,板橋區,111398,33460,144858,11562,156420.0,274612.0,56.96,40.57,218,338,20181124-214855
13,7,新北市,三重區,61579,19141,80720,8102,88822.0,154476.0,57.5,39.86,120,235,20181124-214855
14,7,新北市,中和區,72422,18832,91254,6225,97479.0,175722.0,55.47,41.21,129,244,20181124-214855
15,7,新北市,永和區,39777,9794,49571,3064,52635.0,88603.0,59.41,44.89,69,138,20181124-214855
16,7,新北市,新莊區,82004,23965,105969,7998,113967.0,203012.0,56.14,40.39,153,253,20181124-214855
17,7,新北市,新店區,33102,7970,41072,2776,43848.0,80238.0,54.65,41.25,62,176,20181124-214856
18,7,新北市,樹林區,33055,9617,42672,3102,45774.0,84167.0,54.38,39.27,65,111,20181124-214856
19,7,新北市,鶯歌區,12452,3539,15991,1115,17106.0,31700.0,53.96,39.28,25,50,20181124-214856
20,7,新北市,三峽區,30577,8768,39345,2825,42170.0,80275.0,52.53,38.09,61,70,20181124-214856
21,7,新北市,淡水區,24431,6779,31210,2003,33213.0,62769.0,52.91,38.92,47,96,20181124-214856
22,7,新北市,汐止區,28931,7867,36798,2451,39249.0,76096.0,51.58,38.02,51,111,20181124-214857
23,7,新北市,瑞芳區,9609,2606,12215,1032,13247.0,27732.0,47.77,34.65,41,46,20181124-214857
24,7,新北市,土城區,43823,12576,56399,4434,60833.0,113962.0,53.38,38.45,83,142,20181124-214857
25,7,新北市,蘆洲區,34310,10570,44880,3837,48717.0,89913.0,54.18,38.16,59,104,20181124-214857
26,7,新北市,五股區,17473,4963,22436,1760,24196.0,45462.0,53.22,38.43,32,48,20181124-214858
27,7,新北市,泰山區,8725,2369,11094,729,11823.0,21433.0,55.16,40.71,18,47,20181124-214858
28,7,新北市,林口區,15524,4348,19872,1265,21137.0,37854.0,55.84,41.01,29,62,20181124-214858
29,7,新北市,深坑區,6283,1678,7961,542,8503.0,15810.0,53.78,39.74,13,16,20181124-214858
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181124-214858
31,7,新北市,坪林區,1593,427,2020,268,2288.0,4643.0,49.28,34.31,9,10,20181124-214859
32,7,新北市,三芝區,6999,1927,8926,704,9630.0,20119.0,47.87,34.79,18,18,20181124-214859
33,7,新北市,石門區,3497,892,4389,458,4847.0,9407.0,51.53,37.17,9,10,20181124-214859
34,7,新北市,八里區,6368,1771,8139,634,8773.0,16134.0,54.38,39.47,10,20,20181124-214900
35,7,新北市,平溪區,1428,412,1840,190,2030.0,4321.0,46.98,33.05,12,12,20181124-214900
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181124-214900
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181124-214900
38,7,新北市,金山區,5959,1569,7528,740,8268.0,16482.0,50.16,36.15,17,19,20181124-214900
39,7,新北市,萬里區,6883,1811,8694,854,9548.0,19297.0,49.48,35.67,16,16,20181124-214901
40,7,新北市,烏來區,942,210,1152,79,1231.0,2527.0,48.71,37.28,4,6,20181124-214901
41,7,桃園市,桃園區,16684,4545,21229,1230,22459.0,43363.0,51.79,38.48,32,216,20181124-214901
42,7,桃園市,中壢區,21461,5377,26838,1415,28253.0,53821.0,52.49,39.87,40,210,20181124-214901
