,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,10645,3444,14089,888,14977.0,24455.0,61.24,43.53,19,117,20181124-220217
1,7,臺北市,信義區,34141,9711,43852,2412,46264.0,79040.0,58.53,43.19,63,142,20181124-220217
2,7,臺北市,大安區,12711,4164,16875,860,17735.0,32420.0,54.7,39.21,27,188,20181124-220217
3,7,臺北市,中山區,43634,13883,57517,3946,61463.0,109536.0,56.11,39.84,76,133,20181124-220217
4,7,臺北市,中正區,22274,6620,28894,1782,30676.0,53001.0,57.88,42.03,42,96,20181124-220218
5,7,臺北市,大同區,17778,6114,23892,2030,25922.0,44261.0,58.57,40.17,36,82,20181124-220218
6,7,臺北市,萬華區,35723,10838,46561,3818,50379.0,91485.0,55.07,39.05,67,117,20181124-220218
7,7,臺北市,文山區,24265,6329,30594,2026,32620.0,53770.0,60.67,45.13,42,162,20181124-220218
8,7,臺北市,南港區,41929,11663,53592,3088,56680.0,98812.0,57.36,42.43,70,72,20181124-220218
9,7,臺北市,內湖區,27597,7873,35470,2090,37560.0,64252.0,58.46,42.95,44,150,20181124-220219
10,7,臺北市,士林區,19219,6551,25770,2188,27958.0,48206.0,58.0,39.87,38,163,20181124-220219
11,7,臺北市,北投區,10557,3025,13582,1042,14624.0,26648.0,54.88,39.62,21,141,20181124-220219
12,7,新北市,板橋區,123448,37164,160612,12784,173396.0,307897.0,56.32,40.09,239,338,20181124-220219
13,7,新北市,三重區,67164,20947,88111,8714,96825.0,171622.0,56.42,39.13,130,235,20181124-220219
14,7,新北市,中和區,77899,20110,98009,6684,104693.0,189167.0,55.34,41.18,138,244,20181124-220220
15,7,新北市,永和區,43086,10579,53665,3342,57007.0,95834.0,59.49,44.96,75,138,20181124-220220
16,7,新北市,新莊區,85242,24920,110162,8373,118535.0,211113.0,56.15,40.38,159,253,20181124-220220
17,7,新北市,新店區,37519,8937,46456,3021,49477.0,89677.0,55.17,41.84,68,176,20181124-220220
18,7,新北市,樹林區,35296,10260,45556,3295,48851.0,89932.0,54.32,39.25,69,111,20181124-220220
19,7,新北市,鶯歌區,15571,4586,20157,1427,21584.0,40271.0,53.6,38.67,31,50,20181124-220221
20,7,新北市,三峽區,32449,9252,41701,2981,44682.0,85099.0,52.51,38.13,64,70,20181124-220221
21,7,新北市,淡水區,27418,7652,35070,2286,37356.0,70715.0,52.83,38.77,52,96,20181124-220221
22,7,新北市,汐止區,32429,8803,41232,2743,43975.0,85446.0,51.47,37.95,57,111,20181124-220221
23,7,新北市,瑞芳區,9609,2606,12215,1032,13247.0,27732.0,47.77,34.65,41,46,20181124-220221
24,7,新北市,土城區,50349,14301,64650,5063,69713.0,130155.0,53.56,38.68,95,142,20181124-220222
25,7,新北市,蘆洲區,41458,12612,54070,4606,58676.0,109731.0,53.47,37.78,70,104,20181124-220222
26,7,新北市,五股區,20380,5847,26227,2143,28370.0,53313.0,53.21,38.23,37,48,20181124-220222
27,7,新北市,泰山區,10865,2967,13832,903,14735.0,26628.0,55.34,40.8,22,47,20181124-220222
28,7,新北市,林口區,17449,4759,22208,1388,23596.0,42283.0,55.8,41.27,32,62,20181124-220223
29,7,新北市,深坑區,6283,1678,7961,542,8503.0,15810.0,53.78,39.74,13,16,20181124-220223
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181124-220223
31,7,新北市,坪林區,1593,427,2020,268,2288.0,4643.0,49.28,34.31,9,10,20181124-220223
32,7,新北市,三芝區,6999,1927,8926,704,9630.0,20119.0,47.87,34.79,18,18,20181124-220223
33,7,新北市,石門區,3899,1018,4917,509,5426.0,10528.0,51.54,37.03,10,10,20181124-220224
34,7,新北市,八里區,7061,1951,9012,702,9714.0,18244.0,53.24,38.7,11,20,20181124-220224
35,7,新北市,平溪區,1428,412,1840,190,2030.0,4321.0,46.98,33.05,12,12,20181124-220224
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181124-220224
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181124-220224
38,7,新北市,金山區,6226,1650,7876,771,8647.0,17197.0,50.28,36.2,18,19,20181124-220225
39,7,新北市,萬里區,6883,1811,8694,854,9548.0,19297.0,49.48,35.67,16,16,20181124-220225
40,7,新北市,烏來區,942,210,1152,79,1231.0,2527.0,48.71,37.28,4,6,20181124-220225
41,7,桃園市,桃園區,22586,5927,28513,1567,30080.0,57869.0,51.98,39.03,41,216,20181124-220225
42,7,桃園市,中壢區,26240,6561,32801,1802,34603.0,65625.0,52.73,39.98,48,210,20181124-220225
43,7,桃園市,大溪區,14530,4065,18595,1458,20053.0,38790.0,51.7,37.46,30,59,20181124-220226
44,7,桃園市,楊梅區,22568,5090,27658,1436,29094.0,58059.0,50.11,38.87,37,82,20181124-220226
45,7,桃園市,蘆竹區,24456,6729,31185,2134,33319.0,64937.0,51.31,37.66,42,76,20181124-220226
46,7,桃園市,大園區,9698,2567,12265,778,13043.0,26917.0,48.46,36.03,19,50,20181124-220226
47,7,桃園市,龜山區,14485,3806,18291,1044,19335.0,39908.0,48.45,36.3,28,78,20181124-220226
48,7,桃園市,八德區,34066,8889,42955,2724,45679.0,90658.0,50.39,37.58,60,101,20181124-220227
49,7,桃園市,龍潭區,17712,4032,21744,1223,22967.0,43659.0,52.61,40.57,31,64,20181124-220227
50,7,桃園市,平鎮區,36385,8568,44953,2216,47169.0,88003.0,53.6,41.35,65,125,20181124-220227
51,7,桃園市,新屋區,12574,3372,15946,960,16906.0,30846.0,54.81,40.76,24,30,20181124-220227
52,7,桃園市,觀音區,10291,2657,12948,888,13836.0,27961.0,49.48,36.8,22,41,20181124-220228
53,7,桃園市,復興區,804,191,995,79,1074.0,1956.0,54.91,41.1,2,10,20181124-220228
54,7,臺中市,中區,5376,1350,6726,389,7115.0,13044.0,54.55,41.21,11,12,20181124-220228
55,7,臺中市,東區,20936,5087,26023,1645,27668.0,47022.0,58.84,44.52,37,49,20181124-220228
56,7,臺中市,南區,31008,7328,38336,2083,40419.0,66691.0,60.61,46.5,48,74,20181124-220228
57,7,臺中市,西區,25406,6406,31812,1598,33410.0,57407.0,58.2,44.26,42,66,20181124-220229
58,7,臺中市,北區,17282,4103,21385,1092,22477.0,40247.0,55.85,42.94,31,87,20181124-220229
59,7,臺中市,西屯區,40235,8971,49206,2546,51752.0,89509.0,57.82,44.95,62,120,20181124-220229
60,7,臺中市,南屯區,35306,8089,43395,2186,45581.0,75996.0,59.98,46.46,58,101,20181124-220229
61,7,臺中市,北屯區,47221,10369,57590,2925,60515.0,105302.0,57.47,44.84,67,137,20181124-220229
62,7,臺中市,豐原區,28749,7746,36495,2253,38748.0,65141.0,59.48,44.13,44,88,20181124-220230
63,7,臺中市,東勢區,17243,3853,21096,1588,22684.0,38908.0,58.3,44.32,36,39,20181124-220230
64,7,臺中市,大甲區,24427,5954,30381,2093,32474.0,57039.0,56.93,42.83,50,54,20181124-220230
65,7,臺中市,清水區,28217,6318,34535,2242,36777.0,63108.0,58.28,44.71,53,59,20181124-220231
66,7,臺中市,沙鹿區,14888,3434,18322,1117,19439.0,33873.0,57.39,43.95,27,53,20181124-220231
67,7,臺中市,梧棲區,17192,4124,21316,1410,22726.0,39518.0,57.51,43.5,31,36,20181124-220231
68,7,臺中市,后里區,14440,3188,17628,1129,18757.0,32458.0,57.79,44.49,28,37,20181124-220231
69,7,臺中市,神岡區,18066,4393,22459,1472,23931.0,40579.0,58.97,44.52,32,42,20181124-220231
70,7,臺中市,潭子區,18660,4248,22908,1291,24199.0,41989.0,57.63,44.44,27,55,20181124-220232
71,7,臺中市,大雅區,18388,4200,22588,1267,23855.0,42662.0,55.92,43.1,26,46,20181124-220232
72,7,臺中市,新社區,8246,1889,10135,651,10786.0,20860.0,51.71,39.53,23,23,20181124-220232
73,7,臺中市,石岡區,5018,1210,6228,406,6634.0,11423.0,58.08,43.93,9,10,20181124-220232
74,7,臺中市,外埔區,10370,2311,12681,770,13451.0,23302.0,57.72,44.5,18,20,20181124-220233
75,7,臺中市,大安區,7288,1691,8979,734,9713.0,16520.0,58.8,44.12,16,16,20181124-220233
76,7,臺中市,烏日區,16081,3805,19886,1278,21164.0,36024.0,58.75,44.64,25,40,20181124-220233
77,7,臺中市,大肚區,8776,1896,10672,632,11304.0,19668.0,57.47,44.62,15,33,20181124-220234
78,7,臺中市,龍井區,16192,4449,20641,1168,21809.0,39227.0,55.6,41.28,30,45,20181124-220234
79,7,臺中市,霧峰區,18015,4100,22115,1694,23809.0,39266.0,60.64,45.88,32,43,20181124-220234
80,7,臺中市,太平區,36526,8195,44721,2786,47507.0,87581.0,54.24,41.71,55,93,20181124-220234
81,7,臺中市,大里區,24229,5620,29849,1828,31677.0,56289.0,56.28,43.04,39,106,20181124-220235
82,7,臺中市,和平區,2468,449,2917,169,3086.0,5219.0,59.13,47.29,12,17,20181124-220235
83,7,臺南市,新營區,15910,4329,20239,1297,21536.0,43687.0,49.3,36.42,36,49,20181124-220235
84,7,臺南市,鹽水區,6332,1878,8210,815,9025.0,19504.0,46.27,32.47,29,31,20181124-220235
85,7,臺南市,白河區,6701,2072,8773,859,9632.0,23718.0,40.61,28.25,31,32,20181124-220235
86,7,臺南市,柳營區,6416,1700,8116,880,8996.0,18804.0,47.84,34.12,25,25,20181124-220236
87,7,臺南市,後壁區,6384,1789,8173,1083,9256.0,20841.0,44.41,30.63,29,29,20181124-220236
88,7,臺南市,東山區,4427,1270,5697,717,6414.0,17370.0,36.93,25.49,22,23,20181124-220236
