,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,67368,20461,87829,5436,93265.0,158143.0,58.98,42.6,110,117,20181125-014026
1,7,臺北市,信義區,80160,23245,103405,6057,109462.0,190444.0,57.48,42.09,142,142,20181125-014026
2,7,臺北市,大安區,86895,26746,113641,6072,119713.0,208988.0,57.28,41.58,157,188,20181125-014027
3,7,臺北市,中山區,78649,25050,103699,7022,110721.0,195148.0,56.74,40.3,133,133,20181125-014027
4,7,臺北市,中正區,54089,16359,70448,4232,74680.0,128292.0,58.21,42.16,96,96,20181125-014027
5,7,臺北市,大同區,42497,14769,57266,4486,61752.0,107557.0,57.41,39.51,82,82,20181125-014027
6,7,臺北市,萬華區,64385,19585,83970,6622,90592.0,164020.0,55.23,39.25,117,117,20181125-014027
7,7,臺北市,文山區,99268,25698,124966,7626,132592.0,222588.0,59.57,44.6,159,162,20181125-014027
8,7,臺北市,南港區,43217,12009,55226,3158,58384.0,101907.0,57.29,42.41,72,72,20181125-014028
9,7,臺北市,內湖區,98870,28017,126887,7092,133979.0,231674.0,57.83,42.68,147,150,20181125-014028
10,7,臺北市,士林區,82656,27159,109815,8613,118428.0,207861.0,56.97,39.77,142,163,20181125-014028
11,7,臺北市,北投區,77678,23034,100712,6952,107664.0,193531.0,55.63,40.14,129,141,20181125-014028
12,7,新北市,板橋區,183642,54962,238604,19309,257913.0,463411.0,55.66,39.63,338,338,20181125-014028
13,7,新北市,三重區,128111,39417,167528,16104,183632.0,329846.0,55.67,38.84,235,235,20181125-014029
14,7,新北市,中和區,146208,37338,183546,12119,195665.0,355978.0,54.97,41.07,244,244,20181125-014029
15,7,新北市,永和區,83228,20414,103642,6419,110061.0,187798.0,58.61,44.32,138,138,20181125-014029
16,7,新北市,新莊區,140045,41204,181249,13774,195023.0,344981.0,56.53,40.59,253,253,20181125-014029
17,7,新北市,新店區,113094,26061,139155,8173,147328.0,262473.0,56.13,43.09,175,176,20181125-014029
18,7,新北市,樹林區,60667,17206,77873,5482,83355.0,152102.0,54.8,39.89,111,111,20181125-014030
19,7,新北市,鶯歌區,27167,7924,35091,2344,37435.0,71645.0,52.25,37.92,50,50,20181125-014030
20,7,新北市,三峽區,35739,10099,45838,3190,49028.0,94291.0,52.0,37.9,70,70,20181125-014030
21,7,新北市,淡水區,56960,15439,72399,4367,76766.0,147272.0,52.13,38.68,96,96,20181125-014030
22,7,新北市,汐止區,67547,18065,85612,5665,91277.0,173831.0,52.51,38.86,111,111,20181125-014030
23,7,新北市,瑞芳區,12211,3277,15488,1236,16724.0,35036.0,47.73,34.85,46,46,20181125-014031
24,7,新北市,土城區,78924,22140,101064,7807,108871.0,200783.0,54.22,39.31,142,142,20181125-014031
25,7,新北市,蘆洲區,62988,19193,82181,6888,89069.0,167457.0,53.19,37.61,104,104,20181125-014031
26,7,新北市,五股區,27379,7871,35250,2856,38106.0,72443.0,52.6,37.79,48,48,20181125-014031
27,7,新北市,泰山區,25440,6793,32233,2150,34383.0,62772.0,54.77,40.53,46,47,20181125-014031
28,7,新北市,林口區,36042,9434,45476,2656,48132.0,86203.0,55.84,41.81,62,62,20181125-014031
29,7,新北市,深坑區,8193,2201,10394,716,11110.0,20624.0,53.87,39.73,16,16,20181125-014032
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181125-014032
31,7,新北市,坪林區,2075,535,2610,311,2921.0,5891.0,49.58,35.22,10,10,20181125-014032
32,7,新北市,三芝區,6999,1927,8926,704,9630.0,20119.0,47.87,34.79,18,18,20181125-014032
33,7,新北市,石門區,3899,1018,4917,509,5426.0,10528.0,51.54,37.03,10,10,20181125-014032
34,7,新北市,八里區,12684,3493,16177,1263,17440.0,32970.0,52.9,38.47,20,20,20181125-014033
35,7,新北市,平溪區,1428,412,1840,190,2030.0,4321.0,46.98,33.05,12,12,20181125-014033
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181125-014033
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181125-014033
38,7,新北市,金山區,6853,1860,8713,843,9556.0,18978.0,50.35,36.11,19,19,20181125-014033
39,7,新北市,萬里區,6883,1811,8694,854,9548.0,19297.0,49.48,35.67,16,16,20181125-014034
40,7,新北市,烏來區,2072,470,2542,161,2703.0,5264.0,51.35,39.36,6,6,20181125-014034
41,7,桃園市,桃園區,135040,35984,171024,9296,180320.0,357904.0,50.38,37.73,215,216,20181125-014034
42,7,桃園市,中壢區,126653,29835,156488,8231,164719.0,314108.0,52.44,40.32,199,210,20181125-014034
43,7,桃園市,大溪區,30058,7843,37901,2974,40875.0,78285.0,52.21,38.4,59,59,20181125-014034
44,7,桃園市,楊梅區,54109,12102,66211,3373,69584.0,137917.0,50.45,39.23,82,82,20181125-014035
45,7,桃園市,蘆竹區,48141,12964,61105,3805,64910.0,129252.0,50.22,37.25,76,76,20181125-014035
46,7,桃園市,大園區,26894,7155,34049,2005,36054.0,73900.0,48.79,36.39,50,50,20181125-014035
47,7,桃園市,龜山區,45717,12169,57886,3229,61115.0,125683.0,48.63,36.37,75,78,20181125-014035
48,7,桃園市,八德區,62058,15724,77782,4842,82624.0,165065.0,50.06,37.6,101,101,20181125-014035
49,7,桃園市,龍潭區,41309,8951,50260,2643,52903.0,99810.0,53.0,41.39,63,64,20181125-014035
50,7,桃園市,平鎮區,74739,17335,92074,4474,96548.0,183560.0,52.6,40.72,125,125,20181125-014036
51,7,桃園市,新屋區,17090,4471,21561,1267,22828.0,41461.0,55.06,41.22,30,30,20181125-014036
52,7,桃園市,觀音區,20514,5326,25840,1616,27456.0,55149.0,49.79,37.2,41,41,20181125-014036
53,7,桃園市,復興區,3740,843,4583,355,4938.0,9766.0,50.56,38.3,10,10,20181125-014036
54,7,臺中市,中區,6132,1541,7673,468,8141.0,14696.0,55.4,41.73,12,12,20181125-014036
55,7,臺中市,東區,28395,6994,35389,2147,37536.0,64291.0,58.38,44.17,49,49,20181125-014037
56,7,臺中市,南區,48518,11525,60043,3309,63352.0,103643.0,61.13,46.81,74,74,20181125-014037
57,7,臺中市,西區,41855,10696,52551,2576,55127.0,95040.0,58.0,44.04,66,66,20181125-014037
58,7,臺中市,北區,53006,12296,65302,3194,68496.0,122743.0,55.8,43.18,86,87,20181125-014037
59,7,臺中市,西屯區,82825,18412,101237,4948,106185.0,183814.0,57.77,45.06,120,120,20181125-014037
60,7,臺中市,南屯區,63052,14504,77556,3946,81502.0,135448.0,60.17,46.55,101,101,20181125-014038
61,7,臺中市,北屯區,97638,21809,119447,5952,125399.0,220525.0,56.86,44.28,133,137,20181125-014038
62,7,臺中市,豐原區,61483,15505,76988,4660,81648.0,136658.0,59.75,44.99,88,88,20181125-014038
63,7,臺中市,東勢區,18958,4311,23269,1783,25052.0,43181.0,58.02,43.9,39,39,20181125-014038
64,7,臺中市,大甲區,27122,6558,33680,2271,35951.0,63069.0,57.0,43.0,54,54,20181125-014038
65,7,臺中市,清水區,32206,7100,39306,2489,41795.0,71528.0,58.43,45.03,59,59,20181125-014039
66,7,臺中市,沙鹿區,32234,7425,39659,2329,41988.0,74207.0,56.58,43.44,53,53,20181125-014039
67,7,臺中市,梧棲區,20303,4831,25134,1659,26793.0,47040.0,56.96,43.16,36,36,20181125-014039
68,7,臺中市,后里區,20022,4396,24418,1587,26005.0,44962.0,57.84,44.53,37,37,20181125-014039
69,7,臺中市,神岡區,24223,5774,29997,1950,31947.0,54565.0,58.55,44.39,42,42,20181125-014039
70,7,臺中市,潭子區,39569,8853,48422,2553,50975.0,89487.0,56.96,44.22,55,55,20181125-014040
71,7,臺中市,大雅區,33608,7469,41077,2236,43313.0,77189.0,56.11,43.54,46,46,20181125-014040
72,7,臺中市,新社區,8246,1889,10135,651,10786.0,20860.0,51.71,39.53,23,23,20181125-014040
73,7,臺中市,石岡區,5735,1379,7114,477,7591.0,12880.0,58.94,44.53,10,10,20181125-014040
74,7,臺中市,外埔區,12116,2667,14783,912,15695.0,27059.0,58.0,44.78,20,20,20181125-014041
75,7,臺中市,大安區,7288,1691,8979,734,9713.0,16520.0,58.8,44.12,16,16,20181125-014041
76,7,臺中市,烏日區,27379,6443,33822,2087,35909.0,61705.0,58.19,44.37,40,40,20181125-014041
77,7,臺中市,大肚區,21090,4776,25866,1563,27429.0,47457.0,57.8,44.44,33,33,20181125-014041
78,7,臺中市,龍井區,26747,6871,33618,1884,35502.0,63584.0,55.83,42.07,45,45,20181125-014042
79,7,臺中市,霧峰區,25277,5735,31012,2276,33288.0,55225.0,60.28,45.77,43,43,20181125-014042
80,7,臺中市,太平區,66181,14725,80906,4802,85708.0,157926.0,54.27,41.91,93,93,20181125-014042
81,7,臺中市,大里區,73521,16988,90509,5141,95650.0,171769.0,55.69,42.8,106,106,20181125-014042
82,7,臺中市,和平區,4505,864,5369,309,5678.0,9498.0,59.78,47.43,17,17,20181125-014043
83,7,臺南市,新營區,23334,6243,29577,1931,31508.0,64949.0,48.51,35.93,49,49,20181125-014043
84,7,臺南市,鹽水區,7197,2115,9312,884,10196.0,22121.0,46.09,32.53,31,31,20181125-014043
85,7,臺南市,白河區,7115,2194,9309,945,10254.0,24894.0,41.19,28.58,32,32,20181125-014043
86,7,臺南市,柳營區,6416,1700,8116,880,8996.0,18804.0,47.84,34.12,25,25,20181125-014043
87,7,臺南市,後壁區,6384,1789,8173,1083,9256.0,20841.0,44.41,30.63,29,29,20181125-014044
88,7,臺南市,東山區,4427,1270,5697,717,6414.0,17370.0,36.93,25.49,22,23,20181125-014044
89,7,臺南市,麻豆區,12768,3962,16730,1110,17840.0,37963.0,46.99,33.63,35,35,20181125-014044
90,7,臺南市,下營區,6734,1827,8561,882,9443.0,20947.0,45.08,32.15,19,19,20181125-014044
