,縣市,行政區,候選人,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,1,393,0.4,107,117,20181124-215937
1,臺北市,松山區,2,41821,43.09,107,117,20181124-215937
2,臺北市,松山區,3,15987,16.47,107,117,20181124-215937
3,臺北市,松山區,4,38464,39.63,107,117,20181124-215937
4,臺北市,松山區,5,385,0.4,107,117,20181124-215937
5,臺北市,信義區,1,387,0.41,109,142,20181124-215937
6,臺北市,信義區,2,41458,44.4,109,142,20181124-215937
7,臺北市,信義區,3,15028,16.1,109,142,20181124-215937
8,臺北市,信義區,4,36112,38.68,109,142,20181124-215937
9,臺北市,信義區,5,383,0.41,109,142,20181124-215937
10,臺北市,大安區,1,371,0.38,118,188,20181124-215937
11,臺北市,大安區,2,43953,45.41,118,188,20181124-215937
12,臺北市,大安區,3,14454,14.93,118,188,20181124-215937
13,臺北市,大安區,4,37608,38.85,118,188,20181124-215937
14,臺北市,大安區,5,405,0.42,118,188,20181124-215937
15,臺北市,中山區,1,447,0.39,126,133,20181124-215938
16,臺北市,中山區,2,43998,38.3,126,133,20181124-215938
17,臺北市,中山區,3,22229,19.35,126,133,20181124-215938
18,臺北市,中山區,4,47737,41.55,126,133,20181124-215938
19,臺北市,中山區,5,467,0.41,126,133,20181124-215938
20,臺北市,中正區,1,316,0.46,83,96,20181124-215938
21,臺北市,中正區,2,28873,41.68,83,96,20181124-215938
22,臺北市,中正區,3,10893,15.73,83,96,20181124-215938
23,臺北市,中正區,4,28861,41.67,83,96,20181124-215938
24,臺北市,中正區,5,324,0.47,83,96,20181124-215938
25,臺北市,大同區,1,257,0.39,78,82,20181124-215938
26,臺北市,大同區,2,19563,29.54,78,82,20181124-215938
27,臺北市,大同區,3,16085,24.29,78,82,20181124-215938
28,臺北市,大同區,4,29989,45.29,78,82,20181124-215938
29,臺北市,大同區,5,323,0.49,78,82,20181124-215938
30,臺北市,萬華區,1,424,0.41,116,117,20181124-215938
31,臺北市,萬華區,2,38371,37.06,116,117,20181124-215938
32,臺北市,萬華區,3,21235,20.51,116,117,20181124-215938
33,臺北市,萬華區,4,43038,41.57,116,117,20181124-215938
34,臺北市,萬華區,5,463,0.45,116,117,20181124-215938
35,臺北市,文山區,1,339,0.46,85,162,20181124-215939
