,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,52165,15872,68037,4121,72158.0,122625.0,58.84,42.54,86,117,20181125-001708
1,7,臺北市,信義區,74169,21649,95818,5583,101401.0,176414.0,57.48,42.04,132,142,20181125-001708
2,7,臺北市,大安區,66860,20748,87608,4726,92334.0,162313.0,56.89,41.19,123,188,20181125-001708
3,7,臺北市,中山區,77320,24602,101922,6887,108809.0,192014.0,56.67,40.27,131,133,20181125-001708
4,7,臺北市,中正區,48484,14865,63349,3835,67184.0,115357.0,58.24,42.03,87,96,20181125-001708
5,7,臺北市,大同區,37370,12917,50287,3938,54225.0,94626.0,57.3,39.49,73,82,20181125-001709
6,7,臺北市,萬華區,63267,19241,82508,6469,88977.0,161029.0,55.26,39.29,115,117,20181125-001709
7,7,臺北市,文山區,78771,20319,99090,6054,105144.0,175489.0,59.91,44.89,128,162,20181125-001709
8,7,臺北市,南港區,43217,12009,55226,3158,58384.0,101907.0,57.29,42.41,72,72,20181125-001709
9,7,臺北市,內湖區,84439,23873,108312,6022,114334.0,197486.0,57.89,42.76,126,150,20181125-001709
10,7,臺北市,士林區,61815,20488,82303,6600,88903.0,155286.0,57.25,39.81,109,163,20181125-001710
11,7,臺北市,北投區,55763,16618,72381,5052,77433.0,139440.0,55.53,39.99,95,141,20181125-001710
12,7,新北市,板橋區,182275,54545,236820,19174,255994.0,459984.0,55.65,39.63,336,338,20181125-001710
13,7,新北市,三重區,127368,39210,166578,16039,182617.0,327908.0,55.69,38.84,234,235,20181125-001710
14,7,新北市,中和區,135002,34499,169501,11274,180775.0,328015.0,55.11,41.16,227,244,20181125-001710
15,7,新北市,永和區,83228,20414,103642,6419,110061.0,187798.0,58.61,44.32,138,138,20181125-001711
16,7,新北市,新莊區,140045,41204,181249,13774,195023.0,344981.0,56.53,40.59,253,253,20181125-001711
17,7,新北市,新店區,102415,23708,126123,7561,133684.0,238836.0,55.97,42.88,161,176,20181125-001711
18,7,新北市,樹林區,60060,16981,77041,5426,82467.0,150515.0,54.79,39.9,110,111,20181125-001711
19,7,新北市,鶯歌區,25931,7558,33489,2281,35770.0,68095.0,52.53,38.08,48,50,20181125-001712
20,7,新北市,三峽區,35739,10099,45838,3190,49028.0,94291.0,52.0,37.9,70,70,20181125-001712
21,7,新北市,淡水區,55146,14874,70020,4280,74300.0,142222.0,52.24,38.77,94,96,20181125-001712
22,7,新北市,汐止區,66157,17684,83841,5528,89369.0,170109.0,52.54,38.89,109,111,20181125-001712
23,7,新北市,瑞芳區,12211,3277,15488,1236,16724.0,35036.0,47.73,34.85,46,46,20181125-001713
24,7,新北市,土城區,76848,21545,98393,7670,106063.0,195663.0,54.21,39.28,139,142,20181125-001713
25,7,新北市,蘆洲區,62988,19193,82181,6888,89069.0,167457.0,53.19,37.61,104,104,20181125-001713
26,7,新北市,五股區,27379,7871,35250,2856,38106.0,72443.0,52.6,37.79,48,48,20181125-001714
27,7,新北市,泰山區,23573,6382,29955,1989,31944.0,58077.0,55.0,40.59,43,47,20181125-001714
28,7,新北市,林口區,36042,9434,45476,2656,48132.0,86203.0,55.84,41.81,62,62,20181125-001714
29,7,新北市,深坑區,8193,2201,10394,716,11110.0,20624.0,53.87,39.73,16,16,20181125-001714
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181125-001714
31,7,新北市,坪林區,2075,535,2610,311,2921.0,5891.0,49.58,35.22,10,10,20181125-001715
32,7,新北市,三芝區,6999,1927,8926,704,9630.0,20119.0,47.87,34.79,18,18,20181125-001715
33,7,新北市,石門區,3899,1018,4917,509,5426.0,10528.0,51.54,37.03,10,10,20181125-001715
34,7,新北市,八里區,12684,3493,16177,1263,17440.0,32970.0,52.9,38.47,20,20,20181125-001716
35,7,新北市,平溪區,1428,412,1840,190,2030.0,4321.0,46.98,33.05,12,12,20181125-001716
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181125-001716
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181125-001716
38,7,新北市,金山區,6853,1860,8713,843,9556.0,18978.0,50.35,36.11,19,19,20181125-001716
39,7,新北市,萬里區,6883,1811,8694,854,9548.0,19297.0,49.48,35.67,16,16,20181125-001717
40,7,新北市,烏來區,1643,378,2021,136,2157.0,4095.0,52.67,40.12,5,6,20181125-001717
41,7,桃園市,桃園區,106980,28582,135562,7429,142991.0,283460.0,50.44,37.74,174,216,20181125-001717
42,7,桃園市,中壢區,101596,24251,125847,6488,132335.0,251631.0,52.59,40.37,163,210,20181125-001717
43,7,桃園市,大溪區,30058,7843,37901,2974,40875.0,78285.0,52.21,38.4,59,59,20181125-001718
44,7,桃園市,楊梅區,51562,11611,63173,3234,66407.0,131190.0,50.62,39.3,79,82,20181125-001718
45,7,桃園市,蘆竹區,48141,12964,61105,3805,64910.0,129252.0,50.22,37.25,76,76,20181125-001718
46,7,桃園市,大園區,24776,6536,31312,1862,33174.0,67517.0,49.13,36.7,46,50,20181125-001718
47,7,桃園市,龜山區,34263,9003,43266,2412,45678.0,94278.0,48.45,36.34,58,78,20181125-001718
48,7,桃園市,八德區,62058,15724,77782,4842,82624.0,165065.0,50.06,37.6,101,101,20181125-001719
49,7,桃園市,龍潭區,38137,8312,46449,2507,48956.0,92636.0,52.85,41.17,59,64,20181125-001719
50,7,桃園市,平鎮區,71379,16442,87821,4311,92132.0,175079.0,52.62,40.77,120,125,20181125-001719
51,7,桃園市,新屋區,17090,4471,21561,1267,22828.0,41461.0,55.06,41.22,30,30,20181125-001720
52,7,桃園市,觀音區,20514,5326,25840,1616,27456.0,55149.0,49.79,37.2,41,41,20181125-001720
53,7,桃園市,復興區,3288,739,4027,320,4347.0,8542.0,50.89,38.49,9,10,20181125-001720
54,7,臺中市,中區,6132,1541,7673,468,8141.0,14696.0,55.4,41.73,12,12,20181125-001720
55,7,臺中市,東區,27596,6811,34407,2096,36503.0,62441.0,58.46,44.2,48,49,20181125-001720
56,7,臺中市,南區,45665,10834,56499,3071,59570.0,97600.0,61.03,46.79,70,74,20181125-001721
57,7,臺中市,西區,41855,10696,52551,2576,55127.0,95040.0,58.0,44.04,66,66,20181125-001721
58,7,臺中市,北區,48345,11180,59525,2973,62498.0,111396.0,56.1,43.4,79,87,20181125-001721
59,7,臺中市,西屯區,82825,18412,101237,4948,106185.0,183814.0,57.77,45.06,120,120,20181125-001721
60,7,臺中市,南屯區,61817,14209,76026,3872,79898.0,132526.0,60.29,46.65,99,101,20181125-001722
61,7,臺中市,北屯區,94513,21106,115619,5730,121349.0,213099.0,56.94,44.35,129,137,20181125-001722
62,7,臺中市,豐原區,59018,14930,73948,4457,78405.0,131250.0,59.74,44.97,85,88,20181125-001722
63,7,臺中市,東勢區,18958,4311,23269,1783,25052.0,43181.0,58.02,43.9,39,39,20181125-001722
64,7,臺中市,大甲區,27122,6558,33680,2271,35951.0,63069.0,57.0,43.0,54,54,20181125-001722
65,7,臺中市,清水區,32206,7100,39306,2489,41795.0,71528.0,58.43,45.03,59,59,20181125-001723
66,7,臺中市,沙鹿區,32234,7425,39659,2329,41988.0,74207.0,56.58,43.44,53,53,20181125-001723
67,7,臺中市,梧棲區,20303,4831,25134,1659,26793.0,47040.0,56.96,43.16,36,36,20181125-001723
68,7,臺中市,后里區,20022,4396,24418,1587,26005.0,44962.0,57.84,44.53,37,37,20181125-001723
69,7,臺中市,神岡區,24223,5774,29997,1950,31947.0,54565.0,58.55,44.39,42,42,20181125-001723
70,7,臺中市,潭子區,39569,8853,48422,2553,50975.0,89487.0,56.96,44.22,55,55,20181125-001724
71,7,臺中市,大雅區,33608,7469,41077,2236,43313.0,77189.0,56.11,43.54,46,46,20181125-001724
72,7,臺中市,新社區,8246,1889,10135,651,10786.0,20860.0,51.71,39.53,23,23,20181125-001724
73,7,臺中市,石岡區,5735,1379,7114,477,7591.0,12880.0,58.94,44.53,10,10,20181125-001724
74,7,臺中市,外埔區,12116,2667,14783,912,15695.0,27059.0,58.0,44.78,20,20,20181125-001725
75,7,臺中市,大安區,7288,1691,8979,734,9713.0,16520.0,58.8,44.12,16,16,20181125-001725
76,7,臺中市,烏日區,27379,6443,33822,2087,35909.0,61705.0,58.19,44.37,40,40,20181125-001725
77,7,臺中市,大肚區,20501,4636,25137,1515,26652.0,46201.0,57.69,44.37,32,33,20181125-001725
78,7,臺中市,龍井區,26747,6871,33618,1884,35502.0,63584.0,55.83,42.07,45,45,20181125-001726
79,7,臺中市,霧峰區,25277,5735,31012,2276,33288.0,55225.0,60.28,45.77,43,43,20181125-001726
80,7,臺中市,太平區,62232,13834,76066,4568,80634.0,147696.0,54.59,42.14,88,93,20181125-001726
81,7,臺中市,大里區,72879,16846,89725,5106,94831.0,170261.0,55.7,42.8,105,106,20181125-001726
82,7,臺中市,和平區,4505,864,5369,309,5678.0,9498.0,59.78,47.43,17,17,20181125-001727
83,7,臺南市,新營區,23334,6243,29577,1931,31508.0,64949.0,48.51,35.93,49,49,20181125-001727
84,7,臺南市,鹽水區,7197,2115,9312,884,10196.0,22121.0,46.09,32.53,31,31,20181125-001727
85,7,臺南市,白河區,7115,2194,9309,945,10254.0,24894.0,41.19,28.58,32,32,20181125-001728
86,7,臺南市,柳營區,6416,1700,8116,880,8996.0,18804.0,47.84,34.12,25,25,20181125-001728
87,7,臺南市,後壁區,6384,1789,8173,1083,9256.0,20841.0,44.41,30.63,29,29,20181125-001728
88,7,臺南市,東山區,4639,1339,5978,722,6700.0,18471.0,36.27,25.12,23,23,20181125-001728
89,7,臺南市,麻豆區,12768,3962,16730,1110,17840.0,37963.0,46.99,33.63,35,35,20181125-001728
90,7,臺南市,下營區,6734,1827,8561,882,9443.0,20947.0,45.08,32.15,19,19,20181125-001729
