,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,0,0,0,0,0.0,0.0,0.0,0.0,0,117,20181124-195058
1,7,臺北市,信義區,1673,509,2182,130,2312.0,3905.0,59.21,42.84,4,142,20181124-195059
2,7,臺北市,大安區,327,125,452,32,484.0,814.0,59.46,40.17,1,188,20181124-195059
3,7,臺北市,中山區,2376,694,3070,243,3313.0,6059.0,54.68,39.21,5,133,20181124-195059
4,7,臺北市,中正區,571,123,694,23,717.0,1193.0,60.1,47.86,1,96,20181124-195059
5,7,臺北市,大同區,568,196,764,56,820.0,1336.0,61.38,42.51,1,82,20181124-195100
6,7,臺北市,萬華區,1712,428,2140,117,2257.0,4111.0,54.9,41.64,3,117,20181124-195100
7,7,臺北市,文山區,405,124,529,36,565.0,985.0,57.36,41.12,1,162,20181124-195100
8,7,臺北市,南港區,6109,1765,7874,435,8309.0,14364.0,57.85,42.53,11,72,20181124-195100
9,7,臺北市,內湖區,0,0,0,0,0.0,0.0,0.0,0.0,0,150,20181124-195100
10,7,臺北市,士林區,983,328,1311,120,1431.0,2467.0,58.01,39.85,3,163,20181124-195101
11,7,臺北市,北投區,0,0,0,0,0.0,0.0,0.0,0.0,0,141,20181124-195101
12,7,新北市,板橋區,10453,3138,13591,1187,14778.0,25925.0,57.0,40.32,26,338,20181124-195101
13,7,新北市,三重區,9188,2805,11993,1182,13175.0,22840.0,57.68,40.23,21,235,20181124-195102
14,7,新北市,中和區,5371,1276,6647,465,7112.0,12478.0,57.0,43.04,13,244,20181124-195102
15,7,新北市,永和區,4978,1194,6172,421,6593.0,11188.0,58.93,44.49,11,138,20181124-195102
16,7,新北市,新莊區,11244,3271,14515,1108,15623.0,27407.0,57.0,41.03,24,253,20181124-195102
17,7,新北市,新店區,1561,422,1983,169,2152.0,3841.0,56.03,40.64,5,176,20181124-195102
18,7,新北市,樹林區,2255,664,2919,226,3145.0,5553.0,56.64,40.61,5,111,20181124-195103
19,7,新北市,鶯歌區,463,93,556,25,581.0,1253.0,46.37,36.95,2,50,20181124-195103
20,7,新北市,三峽區,4012,1052,5064,578,5642.0,11098.0,50.84,36.15,11,70,20181124-195103
21,7,新北市,淡水區,1477,366,1843,109,1952.0,3480.0,56.09,42.44,3,96,20181124-195103
22,7,新北市,汐止區,1473,404,1877,131,2008.0,5048.0,39.78,29.18,4,111,20181124-195103
23,7,新北市,瑞芳區,1961,602,2563,256,2819.0,6128.0,46.0,32.0,16,46,20181124-195104
24,7,新北市,土城區,2665,699,3364,240,3604.0,6753.0,53.37,39.46,5,142,20181124-195104
25,7,新北市,蘆洲區,2649,868,3517,277,3794.0,6798.0,55.81,38.97,5,104,20181124-195104
26,7,新北市,五股區,2611,617,3228,249,3477.0,6832.0,50.89,38.22,6,48,20181124-195104
27,7,新北市,泰山區,91,18,109,5,114.0,186.0,61.29,48.92,1,47,20181124-195105
28,7,新北市,林口區,0,0,0,0,0.0,0.0,0.0,0.0,0,62,20181124-195105
29,7,新北市,深坑區,628,158,786,50,836.0,1521.0,54.96,41.29,2,16,20181124-195105
30,7,新北市,石碇區,1772,537,2309,249,2558.0,5020.0,50.96,35.3,10,13,20181124-195105
31,7,新北市,坪林區,883,244,1127,147,1274.0,2607.0,48.87,33.87,6,10,20181124-195105
32,7,新北市,三芝區,2895,756,3651,278,3929.0,8311.0,47.27,34.83,8,18,20181124-195106
33,7,新北市,石門區,854,199,1053,119,1172.0,2223.0,52.72,38.42,3,10,20181124-195106
34,7,新北市,八里區,0,0,0,0,0.0,0.0,0.0,0.0,0,20,20181124-195106
35,7,新北市,平溪區,941,282,1223,133,1356.0,2677.0,50.65,35.15,9,12,20181124-195106
36,7,新北市,雙溪區,2306,613,2919,322,3241.0,6952.0,46.62,33.17,16,17,20181124-195107
37,7,新北市,貢寮區,3044,982,4026,394,4420.0,10188.0,43.38,29.88,17,18,20181124-195107
38,7,新北市,金山區,842,252,1094,138,1232.0,2301.0,53.54,36.59,5,19,20181124-195107
39,7,新北市,萬里區,679,191,870,70,940.0,1927.0,48.78,35.24,3,16,20181124-195107
40,7,新北市,烏來區,90,22,112,2,114.0,228.0,50.0,39.47,1,6,20181124-195107
41,7,桃園市,桃園區,383,91,474,26,500.0,955.0,52.36,40.1,1,216,20181124-195108
42,7,桃園市,中壢區,460,129,589,39,628.0,1066.0,58.91,43.15,1,210,20181124-195108
43,7,桃園市,大溪區,0,0,0,0,0.0,0.0,0.0,0.0,0,59,20181124-195108
44,7,桃園市,楊梅區,946,207,1153,78,1231.0,2313.0,53.22,40.9,2,82,20181124-195109
45,7,桃園市,蘆竹區,861,283,1144,143,1287.0,2232.0,57.66,38.58,2,76,20181124-195109
46,7,桃園市,大園區,424,138,562,20,582.0,1199.0,48.54,35.36,1,50,20181124-195109
47,7,桃園市,龜山區,586,179,765,58,823.0,2489.0,33.07,23.54,2,78,20181124-195109
48,7,桃園市,八德區,4642,1105,5747,338,6085.0,12128.0,50.17,38.28,9,101,20181124-195109
