,縣市,行政區,候選人,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,1,324,0.41,89,117,20181124-211118
1,臺北市,松山區,2,34015,42.73,89,117,20181124-211118
2,臺北市,松山區,3,13354,16.78,89,117,20181124-211118
3,臺北市,松山區,4,31596,39.69,89,117,20181124-211118
4,臺北市,松山區,5,315,0.4,89,117,20181124-211118
5,臺北市,信義區,1,349,0.41,99,142,20181124-211118
6,臺北市,信義區,2,37315,44.28,99,142,20181124-211118
7,臺北市,信義區,3,13602,16.14,99,142,20181124-211118
8,臺北市,信義區,4,32650,38.75,99,142,20181124-211118
9,臺北市,信義區,5,348,0.41,99,142,20181124-211118
10,臺北市,大安區,1,272,0.37,91,188,20181124-211121
11,臺北市,大安區,2,33383,45.12,91,188,20181124-211121
12,臺北市,大安區,3,11180,15.11,91,188,20181124-211121
13,臺北市,大安區,4,28840,38.98,91,188,20181124-211121
14,臺北市,大安區,5,317,0.43,91,188,20181124-211121
15,臺北市,中山區,1,429,0.39,120,133,20181124-211121
16,臺北市,中山區,2,41475,38.09,120,133,20181124-211121
17,臺北市,中山區,3,21180,19.45,120,133,20181124-211121
18,臺北市,中山區,4,45377,41.67,120,133,20181124-211121
19,臺北市,中山區,5,440,0.4,120,133,20181124-211121
20,臺北市,大同區,1,245,0.38,76,82,20181124-211127
21,臺北市,大同區,2,19040,29.55,76,82,20181124-211127
22,臺北市,大同區,3,15646,24.28,76,82,20181124-211127
23,臺北市,大同區,4,29198,45.31,76,82,20181124-211127
24,臺北市,大同區,5,314,0.49,76,82,20181124-211127
25,臺北市,萬華區,1,408,0.41,111,117,20181124-211128
26,臺北市,萬華區,2,36848,37.19,111,117,20181124-211128
27,臺北市,萬華區,3,20258,20.45,111,117,20181124-211128
28,臺北市,萬華區,4,41127,41.51,111,117,20181124-211128
29,臺北市,萬華區,5,443,0.45,111,117,20181124-211128
30,臺北市,文山區,1,250,0.47,63,162,20181124-211128
31,臺北市,文山區,2,24765,46.75,63,162,20181124-211128
32,臺北市,文山區,3,7210,13.61,63,162,20181124-211128
33,臺北市,文山區,4,20468,38.64,63,162,20181124-211128
34,臺北市,文山區,5,276,0.52,63,162,20181124-211128
35,臺北市,南港區,1,272,0.42,69,72,20181124-211128
36,臺北市,南港區,2,25191,39.28,69,72,20181124-211128
37,臺北市,南港區,3,10409,16.23,69,72,20181124-211128
38,臺北市,南港區,4,27941,43.57,69,72,20181124-211128
39,臺北市,南港區,5,314,0.49,69,72,20181124-211128
40,臺北市,內湖區,1,452,0.37,122,150,20181124-211128
41,臺北市,內湖區,2,49603,40.99,122,150,20181124-211128
42,臺北市,內湖區,3,17595,14.54,122,150,20181124-211128
43,臺北市,內湖區,4,52837,43.67,122,150,20181124-211128
44,臺北市,內湖區,5,515,0.43,122,150,20181124-211128
45,臺北市,士林區,1,134,0.32,48,163,20181124-211129
46,臺北市,士林區,2,15155,36.01,48,163,20181124-211129
47,臺北市,士林區,3,9358,22.23,48,163,20181124-211129
48,臺北市,士林區,4,17286,41.07,48,163,20181124-211129
49,臺北市,士林區,5,155,0.37,48,163,20181124-211129
50,臺北市,北投區,1,267,0.41,70,141,20181124-211129
51,臺北市,北投區,2,25931,39.64,70,141,20181124-211129
52,臺北市,北投區,3,11848,18.11,70,141,20181124-211129
53,臺北市,北投區,4,27105,41.43,70,141,20181124-211129
54,臺北市,北投區,5,269,0.41,70,141,20181124-211129
55,新北市,板橋區,1,53469,46.5,150,338,20181124-211129
56,新北市,板橋區,2,61521,53.5,150,338,20181124-211129
57,新北市,三重區,1,40758,49.98,103,235,20181124-211130
