,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,3801,1269,5070,280,5350.0,8532.0,62.71,44.55,7,117,20181124-211115
1,7,臺北市,信義區,17535,5011,22546,1314,23860.0,40377.0,59.09,43.43,33,142,20181124-211116
2,7,臺北市,大安區,4721,1513,6234,373,6607.0,11483.0,57.54,41.11,11,188,20181124-211116
3,7,臺北市,中山區,27004,8448,35452,2438,37890.0,65907.0,57.49,40.97,48,133,20181124-211116
4,7,臺北市,中正區,12797,3633,16430,919,17349.0,29421.0,58.97,43.5,25,96,20181124-211117
5,7,臺北市,大同區,9737,3466,13203,1116,14319.0,24526.0,58.38,39.7,20,82,20181124-211117
6,7,臺北市,萬華區,19777,5921,25698,2190,27888.0,52009.0,53.62,38.03,38,117,20181124-211117
7,7,臺北市,文山區,5064,1335,6399,472,6871.0,11400.0,60.27,44.42,10,162,20181124-211117
8,7,臺北市,南港區,31991,9187,41178,2407,43585.0,76166.0,57.22,42.0,54,72,20181124-211117
9,7,臺北市,內湖區,10688,3146,13834,822,14656.0,24966.0,58.7,42.81,18,150,20181124-211118
10,7,臺北市,士林區,6336,2118,8454,628,9082.0,15937.0,56.99,39.76,14,163,20181124-211118
11,7,臺北市,北投區,4747,1266,6013,423,6436.0,10969.0,58.67,43.28,10,141,20181124-211118
12,7,新北市,板橋區,70232,21105,91337,7339,98676.0,173096.0,57.01,40.57,145,338,20181124-211118
13,7,新北市,三重區,43293,13378,56671,5550,62221.0,108340.0,57.43,39.96,87,235,20181124-211118
14,7,新北市,中和區,45918,11871,57789,4199,61988.0,109451.0,56.64,41.95,85,244,20181124-211119
15,7,新北市,永和區,28550,7002,35552,2267,37819.0,63851.0,59.23,44.71,51,138,20181124-211119
16,7,新北市,新莊區,55880,16291,72171,5522,77693.0,136826.0,56.78,40.84,108,253,20181124-211120
17,7,新北市,新店區,16981,4154,21135,1384,22519.0,42057.0,53.54,40.38,35,176,20181124-211120
18,7,新北市,樹林區,21931,6456,28387,1986,30373.0,55469.0,54.76,39.54,45,111,20181124-211120
19,7,新北市,鶯歌區,8525,2511,11036,731,11767.0,22093.0,53.26,38.59,17,50,20181124-211120
20,7,新北市,三峽區,20630,5523,26153,2154,28307.0,54358.0,52.08,37.95,44,70,20181124-211121
21,7,新北市,淡水區,16211,4555,20766,1343,22109.0,41952.0,52.7,38.64,33,96,20181124-211121
22,7,新北市,汐止區,14704,4203,18907,1363,20270.0,40215.0,50.4,36.56,28,111,20181124-211121
23,7,新北市,瑞芳區,6371,1747,8118,709,8827.0,18765.0,47.04,33.95,32,46,20181124-211121
24,7,新北市,土城區,25119,7183,32302,2442,34744.0,66660.0,52.12,37.68,49,142,20181124-211122
25,7,新北市,蘆洲區,17790,5443,23233,2064,25297.0,46225.0,54.73,38.49,31,104,20181124-211122
26,7,新北市,五股區,13069,3687,16756,1298,18054.0,33699.0,53.57,38.78,25,48,20181124-211122
27,7,新北市,泰山區,4985,1360,6345,438,6783.0,12322.0,55.05,40.46,11,47,20181124-211122
28,7,新北市,林口區,8649,2351,11000,579,11579.0,20630.0,56.13,41.92,15,62,20181124-211123
29,7,新北市,深坑區,4447,1166,5613,354,5967.0,11236.0,53.11,39.58,10,16,20181124-211123
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181124-211124
31,7,新北市,坪林區,1593,427,2020,268,2288.0,4643.0,49.28,34.31,9,10,20181124-211124
32,7,新北市,三芝區,5122,1437,6559,511,7070.0,14994.0,47.15,34.16,15,18,20181124-211124
33,7,新北市,石門區,3497,892,4389,458,4847.0,9407.0,51.53,37.17,9,10,20181124-211125
34,7,新北市,八里區,3139,856,3995,324,4319.0,7850.0,55.02,39.99,5,20,20181124-211125
35,7,新北市,平溪區,1187,348,1535,153,1688.0,3459.0,48.8,34.32,11,12,20181124-211125
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181124-211125
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181124-211126
38,7,新北市,金山區,4252,1159,5411,556,5967.0,11850.0,50.35,35.88,14,19,20181124-211126
39,7,新北市,萬里區,5808,1512,7320,723,8043.0,16448.0,48.9,35.31,14,16,20181124-211126
40,7,新北市,烏來區,301,62,363,24,387.0,843.0,45.91,35.71,2,6,20181124-211126
41,7,桃園市,桃園區,9446,2710,12156,780,12936.0,24733.0,52.3,38.19,20,216,20181124-211127
42,7,桃園市,中壢區,9593,2526,12119,636,12755.0,25768.0,49.5,37.23,19,210,20181124-211127
43,7,桃園市,大溪區,6743,1902,8645,632,9277.0,18133.0,51.16,37.19,16,59,20181124-211127
44,7,桃園市,楊梅區,10223,2352,12575,622,13197.0,26380.0,50.03,38.75,18,82,20181124-211127
45,7,桃園市,蘆竹區,10475,2959,13434,925,14359.0,28166.0,50.98,37.19,20,76,20181124-211127
