,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,41588,12602,54190,3283,57473.0,97507.0,58.94,42.65,69,117,20181124-233505
1,7,臺北市,信義區,63616,18547,82163,4796,86959.0,151232.0,57.5,42.07,114,142,20181124-233505
2,7,臺北市,大安區,52844,16186,69030,3698,72728.0,128498.0,56.6,41.12,99,188,20181124-233505
3,7,臺北市,中山區,68610,21876,90486,6096,96582.0,170364.0,56.69,40.27,117,133,20181124-233505
4,7,臺北市,中正區,43379,13203,56582,3414,59996.0,102666.0,58.44,42.25,78,96,20181124-233506
5,7,臺北市,大同區,33722,11569,45291,3580,48871.0,85269.0,57.31,39.55,66,82,20181124-233506
6,7,臺北市,萬華區,59569,17948,77517,6144,83661.0,150851.0,55.46,39.49,108,117,20181124-233506
7,7,臺北市,文山區,58347,14920,73267,4526,77793.0,129822.0,59.92,44.94,97,162,20181124-233506
8,7,臺北市,南港區,43217,12009,55226,3158,58384.0,101907.0,57.29,42.41,72,72,20181124-233506
9,7,臺北市,內湖區,71759,20261,92020,5120,97140.0,167803.0,57.89,42.76,108,150,20181124-233507
10,7,臺北市,士林區,45279,15062,60341,4956,65297.0,114319.0,57.12,39.61,82,163,20181124-233507
11,7,臺北市,北投區,41916,12578,54494,3803,58297.0,105380.0,55.32,39.78,73,141,20181124-233507
12,7,新北市,板橋區,174786,52311,227097,18263,245360.0,439305.0,55.85,39.79,324,338,20181124-233507
13,7,新北市,三重區,107448,33288,140736,13538,154274.0,275686.0,55.96,38.97,202,235,20181124-233507
14,7,新北市,中和區,126010,32351,158361,10513,168874.0,306285.0,55.14,41.14,213,244,20181124-233508
15,7,新北市,永和區,78777,19191,97968,6066,104034.0,177487.0,58.61,44.38,131,138,20181124-233508
16,7,新北市,新莊區,133784,39417,173201,13206,186407.0,329558.0,56.56,40.59,242,253,20181124-233508
17,7,新北市,新店區,83097,19358,102455,6234,108689.0,194750.0,55.81,42.67,134,176,20181124-233508
18,7,新北市,樹林區,60060,16981,77041,5426,82467.0,150515.0,54.79,39.9,110,111,20181124-233508
19,7,新北市,鶯歌區,24099,7015,31114,2166,33280.0,62957.0,52.86,38.28,45,50,20181124-233508
20,7,新北市,三峽區,35739,10099,45838,3190,49028.0,94291.0,52.0,37.9,70,70,20181124-233509
21,7,新北市,淡水區,46592,12872,59464,3750,63214.0,120284.0,52.55,38.73,83,96,20181124-233509
22,7,新北市,汐止區,59645,16117,75762,5118,80880.0,153968.0,52.53,38.74,99,111,20181124-233509
23,7,新北市,瑞芳區,12211,3277,15488,1236,16724.0,35036.0,47.73,34.85,46,46,20181124-233509
24,7,新北市,土城區,72590,20333,92923,7263,100186.0,184899.0,54.18,39.26,132,142,20181124-233509
25,7,新北市,蘆洲區,60785,18491,79276,6625,85901.0,161128.0,53.31,37.72,100,104,20181124-233510
