,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,7155,2366,9521,591,10112.0,16237.0,62.28,44.07,13,117,20181124-213418
1,7,臺北市,信義區,27486,7858,35344,1989,37333.0,63841.0,58.48,43.05,51,142,20181124-213418
2,7,臺北市,大安區,9272,3040,12312,649,12961.0,24104.0,53.77,38.47,20,188,20181124-213418
3,7,臺北市,中山區,36628,11621,48249,3302,51551.0,89910.0,57.34,40.74,64,133,20181124-213419
4,7,臺北市,中正區,16632,4854,21486,1291,22777.0,38560.0,59.07,43.13,32,96,20181124-213419
5,7,臺北市,大同區,13266,4644,17910,1477,19387.0,32955.0,58.83,40.25,27,82,20181124-213420
6,7,臺北市,萬華區,28119,8448,36567,3001,39568.0,72855.0,54.31,38.6,53,117,20181124-213420
7,7,臺北市,文山區,13812,3500,17312,1153,18465.0,30055.0,61.44,45.96,25,162,20181124-213420
8,7,臺北市,南港區,39241,10899,50140,2862,53002.0,92149.0,57.52,42.58,66,72,20181124-213420
9,7,臺北市,內湖區,18383,5311,23694,1370,25064.0,43194.0,58.03,42.56,30,150,20181124-213421
10,7,臺北市,士林區,9020,3082,12102,944,13046.0,22575.0,57.79,39.96,19,163,20181124-213421
11,7,臺北市,北投區,6699,1859,8558,640,9198.0,16961.0,54.23,39.5,14,141,20181124-213421
12,7,新北市,板橋區,95556,28857,124413,9971,134384.0,236446.0,56.83,40.41,192,338,20181124-213421
13,7,新北市,三重區,54360,16799,71159,7055,78214.0,136184.0,57.43,39.92,107,235,20181124-213421
14,7,新北市,中和區,62434,16185,78619,5392,84011.0,152000.0,55.27,41.08,112,244,20181124-213422
15,7,新北市,永和區,34786,8477,43263,2707,45970.0,77305.0,59.47,45.0,61,138,20181124-213422
16,7,新北市,新莊區,72435,21145,93580,7116,100696.0,179555.0,56.08,40.34,137,253,20181124-213422
17,7,新北市,新店區,26738,6582,33320,2286,35606.0,65815.0,54.1,40.63,51,176,20181124-213422
18,7,新北市,樹林區,29076,8407,37483,2649,40132.0,73265.0,54.78,39.69,58,111,20181124-213422
19,7,新北市,鶯歌區,9353,2753,12106,824,12930.0,24176.0,53.48,38.69,19,50,20181124-213423
20,7,新北市,三峽區,27795,7962,35757,2650,38407.0,72766.0,52.78,38.2,56,70,20181124-213423
21,7,新北市,淡水區,20852,5752,26604,1688,28292.0,53812.0,52.58,38.75,41,96,20181124-213423
22,7,新北市,汐止區,23399,6406,29805,2057,31862.0,62508.0,50.97,37.43,42,111,20181124-213424
23,7,新北市,瑞芳區,8049,2190,10239,909,11148.0,23053.0,48.36,34.92,37,46,20181124-213424
24,7,新北市,土城區,35706,10129,45835,3517,49352.0,92800.0,53.18,38.48,68,142,20181124-213424
25,7,新北市,蘆洲區,28056,8655,36711,3193,39904.0,74128.0,53.83,37.85,49,104,20181124-213424
26,7,新北市,五股區,17473,4963,22436,1760,24196.0,45462.0,53.22,38.43,32,48,20181124-213424
27,7,新北市,泰山區,7125,1875,9000,606,9606.0,17475.0,54.97,40.77,15,47,20181124-213425
28,7,新北市,林口區,13989,3868,17857,1155,19012.0,34209.0,55.58,40.89,26,62,20181124-213425
29,7,新北市,深坑區,5411,1450,6861,479,7340.0,13645.0,53.79,39.66,12,16,20181124-213425
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181124-213426
31,7,新北市,坪林區,1593,427,2020,268,2288.0,4643.0,49.28,34.31,9,10,20181124-213426
32,7,新北市,三芝區,6999,1927,8926,704,9630.0,20119.0,47.87,34.79,18,18,20181124-213426
33,7,新北市,石門區,3497,892,4389,458,4847.0,9407.0,51.53,37.17,9,10,20181124-213427
34,7,新北市,八里區,5066,1397,6463,526,6989.0,12864.0,54.33,39.38,8,20,20181124-213427
35,7,新北市,平溪區,1428,412,1840,190,2030.0,4321.0,46.98,33.05,12,12,20181124-213427
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181124-213427
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181124-213427
38,7,新北市,金山區,5142,1375,6517,685,7202.0,14472.0,49.77,35.53,16,19,20181124-213428
39,7,新北市,萬里區,6186,1625,7811,779,8590.0,17537.0,48.98,35.27,15,16,20181124-213428
