,縣市,行政區,候選人,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,1,232,0.41,63,117,20181124-203052
1,臺北市,松山區,2,24100,42.98,63,117,20181124-203052
2,臺北市,松山區,3,9426,16.81,63,117,20181124-203052
3,臺北市,松山區,4,22096,39.41,63,117,20181124-203052
4,臺北市,松山區,5,215,0.38,63,117,20181124-203052
5,臺北市,信義區,1,291,0.43,81,142,20181124-203052
6,臺北市,信義區,2,29860,44.11,81,142,20181124-203052
7,臺北市,信義區,3,11054,16.33,81,142,20181124-203052
8,臺北市,信義區,4,26207,38.71,81,142,20181124-203052
9,臺北市,信義區,5,289,0.43,81,142,20181124-203052
10,臺北市,大安區,1,199,0.38,65,188,20181124-203056
11,臺北市,大安區,2,22855,44.16,65,188,20181124-203056
12,臺北市,大安區,3,8054,15.56,65,188,20181124-203056
13,臺北市,大安區,4,20427,39.47,65,188,20181124-203056
14,臺北市,大安區,5,216,0.42,65,188,20181124-203056
15,臺北市,中山區,1,355,0.38,103,133,20181124-203057
16,臺北市,中山區,2,35375,38.12,103,133,20181124-203057
17,臺北市,中山區,3,18046,19.45,103,133,20181124-203057
18,臺北市,中山區,4,38632,41.63,103,133,20181124-203057
19,臺北市,中山區,5,383,0.41,103,133,20181124-203057
20,臺北市,中正區,1,254,0.47,66,96,20181124-203057
21,臺北市,中正區,2,22470,41.42,66,96,20181124-203057
22,臺北市,中正區,3,8614,15.88,66,96,20181124-203057
23,臺北市,中正區,4,22656,41.77,66,96,20181124-203057
24,臺北市,中正區,5,249,0.46,66,96,20181124-203057
25,臺北市,大同區,1,210,0.39,64,82,20181124-203058
26,臺北市,大同區,2,15825,29.49,64,82,20181124-203058
27,臺北市,大同區,3,13148,24.5,64,82,20181124-203058
28,臺北市,大同區,4,24197,45.09,64,82,20181124-203058
29,臺北市,大同區,5,283,0.53,64,82,20181124-203058
30,臺北市,萬華區,1,373,0.41,102,117,20181124-203100
31,臺北市,萬華區,2,34017,37.48,102,117,20181124-203100
32,臺北市,萬華區,3,18370,20.24,102,117,20181124-203100
33,臺北市,萬華區,4,37592,41.42,102,117,20181124-203100
34,臺北市,萬華區,5,416,0.46,102,117,20181124-203100
35,臺北市,文山區,1,180,0.45,49,162,20181124-203100
36,臺北市,文山區,2,19104,47.49,49,162,20181124-203100
37,臺北市,文山區,3,5391,13.4,49,162,20181124-203100
38,臺北市,文山區,4,15351,38.16,49,162,20181124-203100
39,臺北市,文山區,5,205,0.51,49,162,20181124-203100
40,臺北市,南港區,1,254,0.42,65,72,20181124-203101
41,臺北市,南港區,2,23758,39.25,65,72,20181124-203101
42,臺北市,南港區,3,9859,16.29,65,72,20181124-203101
43,臺北市,南港區,4,26365,43.55,65,72,20181124-203101
44,臺北市,南港區,5,300,0.5,65,72,20181124-203101
45,臺北市,內湖區,1,340,0.39,90,150,20181124-203104
46,臺北市,內湖區,2,36287,41.25,90,150,20181124-203104
47,臺北市,內湖區,3,12558,14.28,90,150,20181124-203104
48,臺北市,內湖區,4,38403,43.66,90,150,20181124-203104
49,臺北市,內湖區,5,370,0.42,90,150,20181124-203104
50,臺北市,士林區,1,105,0.34,36,163,20181124-203104
51,臺北市,士林區,2,11056,35.81,36,163,20181124-203104
52,臺北市,士林區,3,6964,22.56,36,163,20181124-203104
53,臺北市,士林區,4,12639,40.94,36,163,20181124-203104
54,臺北市,士林區,5,110,0.36,36,163,20181124-203104
55,臺北市,北投區,1,150,0.38,43,141,20181124-203105
56,臺北市,北投區,2,15942,40.19,43,141,20181124-203105
57,臺北市,北投區,3,7149,18.02,43,141,20181124-203105
58,臺北市,北投區,4,16269,41.01,43,141,20181124-203105
59,臺北市,北投區,5,157,0.4,43,141,20181124-203105
60,新北市,板橋區,1,25315,47.32,75,338,20181124-203106
61,新北市,板橋區,2,28181,52.68,75,338,20181124-203106
62,新北市,三重區,1,25643,49.82,66,235,20181124-203106
63,新北市,三重區,2,25828,50.18,66,235,20181124-203106
64,新北市,中和區,1,61173,36.35,193,244,20181124-203107
65,新北市,中和區,2,107100,63.65,193,244,20181124-203107
66,新北市,永和區,1,18140,32.66,67,138,20181124-203107
67,新北市,永和區,2,37406,67.34,67,138,20181124-203107
68,新北市,新莊區,1,21928,47.78,61,253,20181124-203108
69,新北市,新莊區,2,23970,52.22,61,253,20181124-203108
70,新北市,新店區,1,32107,32.07,115,176,20181124-203109
71,新北市,新店區,2,68006,67.93,115,176,20181124-203109
72,新北市,樹林區,1,20272,46.68,57,111,20181124-203109
73,新北市,樹林區,2,23159,53.32,57,111,20181124-203109
74,新北市,鶯歌區,1,16468,46.79,41,50,20181124-203109
75,新北市,鶯歌區,2,18728,53.21,41,50,20181124-203109
76,新北市,三峽區,1,23273,42.67,69,70,20181124-203110
77,新北市,三峽區,2,31265,57.33,69,70,20181124-203110
78,新北市,淡水區,1,5640,41.11,18,96,20181124-203111
79,新北市,淡水區,2,8078,58.89,18,96,20181124-203111
80,新北市,汐止區,1,4263,39.1,15,111,20181124-203112
81,新北市,汐止區,2,6641,60.9,15,111,20181124-203112
82,新北市,瑞芳區,1,4460,39.36,32,46,20181124-203114
83,新北市,瑞芳區,2,6872,60.64,32,46,20181124-203114
84,新北市,蘆洲區,1,41471,50.88,89,104,20181124-203121
85,新北市,蘆洲區,2,40032,49.12,89,104,20181124-203121
86,新北市,五股區,1,15236,47.03,37,48,20181124-203126
87,新北市,五股區,2,17162,52.97,37,48,20181124-203126
88,新北市,泰山區,1,974,48.0,4,47,20181124-203127
89,新北市,泰山區,2,1055,52.0,4,47,20181124-203127
90,新北市,林口區,1,18542,41.23,55,62,20181124-203132
91,新北市,林口區,2,26433,58.77,55,62,20181124-203132
92,新北市,深坑區,1,5153,40.03,16,16,20181124-203132
93,新北市,深坑區,2,7720,59.97,16,16,20181124-203132
94,新北市,坪林區,1,1740,53.84,9,10,20181124-203138
95,新北市,坪林區,2,1492,46.16,9,10,20181124-203138
96,新北市,三芝區,1,4441,40.27,17,18,20181124-203140
97,新北市,三芝區,2,6588,59.73,17,18,20181124-203140
98,新北市,石門區,1,2928,41.3,10,10,20181124-203140
99,新北市,石門區,2,4162,58.7,10,10,20181124-203140
100,新北市,八里區,1,8536,46.08,19,20,20181124-203141
101,新北市,八里區,2,9990,53.92,19,20,20181124-203141
102,新北市,平溪區,1,1417,46.72,12,12,20181124-203141
103,新北市,平溪區,2,1616,53.28,12,12,20181124-203141
104,新北市,雙溪區,1,2423,44.18,17,17,20181124-203145
105,新北市,雙溪區,2,3062,55.82,17,17,20181124-203145
106,新北市,貢寮區,1,3698,54.21,18,18,20181124-203146
107,新北市,貢寮區,2,3123,45.79,18,18,20181124-203146
108,新北市,金山區,1,5102,46.08,18,19,20181124-203146
109,新北市,金山區,2,5970,53.92,18,19,20181124-203146
110,新北市,萬里區,1,4928,42.95,16,16,20181124-203146
111,新北市,萬里區,2,6547,57.05,16,16,20181124-203146
112,新北市,烏來區,1,196,29.88,2,6,20181124-203150
113,新北市,烏來區,2,460,70.12,2,6,20181124-203150
114,桃園市,桃園區,1,907,2.01,55,216,20181124-203150
115,桃園市,桃園區,2,16709,36.95,55,216,20181124-203150
116,桃園市,桃園區,3,3394,7.51,55,216,20181124-203150
117,桃園市,桃園區,4,113,0.25,55,216,20181124-203150
118,桃園市,桃園區,5,24094,53.29,55,216,20181124-203150
119,桃園市,中壢區,1,544,1.61,38,210,20181124-203150
120,桃園市,中壢區,2,14711,43.6,38,210,20181124-203150
121,桃園市,中壢區,3,1165,3.45,38,210,20181124-203150
122,桃園市,中壢區,4,136,0.4,38,210,20181124-203150
123,桃園市,中壢區,5,17187,50.94,38,210,20181124-203150
124,桃園市,大溪區,1,381,1.29,37,59,20181124-203151
125,桃園市,大溪區,2,9197,31.21,37,59,20181124-203151
126,桃園市,大溪區,3,1195,4.06,37,59,20181124-203151
127,桃園市,大溪區,4,126,0.43,37,59,20181124-203151
128,桃園市,大溪區,5,18566,63.01,37,59,20181124-203151
129,桃園市,楊梅區,1,127,1.58,10,82,20181124-203151
130,桃園市,楊梅區,2,3393,42.14,10,82,20181124-203151
131,桃園市,楊梅區,3,348,4.32,10,82,20181124-203151
132,桃園市,楊梅區,4,27,0.34,10,82,20181124-203151
133,桃園市,楊梅區,5,4156,51.62,10,82,20181124-203151
134,桃園市,蘆竹區,1,129,1.87,9,76,20181124-203152
135,桃園市,蘆竹區,2,1938,28.08,9,76,20181124-203152
136,桃園市,蘆竹區,3,455,6.59,9,76,20181124-203152
137,桃園市,蘆竹區,4,22,0.32,9,76,20181124-203152
138,桃園市,蘆竹區,5,4357,63.14,9,76,20181124-203152
139,桃園市,大園區,1,86,1.76,6,50,20181124-203152
140,桃園市,大園區,2,1388,28.44,6,50,20181124-203152
141,桃園市,大園區,3,310,6.35,6,50,20181124-203152
142,桃園市,大園區,4,26,0.53,6,50,20181124-203152
143,桃園市,大園區,5,3071,62.92,6,50,20181124-203152
144,桃園市,龜山區,1,130,1.83,10,78,20181124-203156
145,桃園市,龜山區,2,2426,34.07,10,78,20181124-203156
146,桃園市,龜山區,3,433,6.08,10,78,20181124-203156
147,桃園市,龜山區,4,23,0.32,10,78,20181124-203156
148,桃園市,龜山區,5,4108,57.7,10,78,20181124-203156
149,桃園市,八德區,1,329,1.8,23,101,20181124-203157
150,桃園市,八德區,2,7152,39.05,23,101,20181124-203157
151,桃園市,八德區,3,791,4.32,23,101,20181124-203157
152,桃園市,八德區,4,70,0.38,23,101,20181124-203157
153,桃園市,八德區,5,9972,54.45,23,101,20181124-203157
154,桃園市,龍潭區,1,477,1.64,32,64,20181124-203157
155,桃園市,龍潭區,2,13138,45.3,32,64,20181124-203157
156,桃園市,龍潭區,3,1085,3.74,32,64,20181124-203157
157,桃園市,龍潭區,4,320,1.1,32,64,20181124-203157
158,桃園市,龍潭區,5,13984,48.21,32,64,20181124-203157
159,桃園市,平鎮區,1,238,1.45,22,125,20181124-203159
160,桃園市,平鎮區,2,7091,43.33,22,125,20181124-203159
161,桃園市,平鎮區,3,523,3.2,22,125,20181124-203159
162,桃園市,平鎮區,4,71,0.43,22,125,20181124-203159
163,桃園市,平鎮區,5,8441,51.58,22,125,20181124-203159
164,桃園市,新屋區,1,317,1.29,27,30,20181124-203200
165,桃園市,新屋區,2,7857,31.96,27,30,20181124-203200
166,桃園市,新屋區,3,1213,4.93,27,30,20181124-203200
167,桃園市,新屋區,4,126,0.51,27,30,20181124-203200
168,桃園市,新屋區,5,15071,61.3,27,30,20181124-203200
169,桃園市,觀音區,1,86,1.48,8,41,20181124-203200
170,桃園市,觀音區,2,1779,30.54,8,41,20181124-203200
171,桃園市,觀音區,3,342,5.87,8,41,20181124-203200
172,桃園市,觀音區,4,29,0.5,8,41,20181124-203200
173,桃園市,觀音區,5,3590,61.62,8,41,20181124-203200
174,桃園市,復興區,1,1,0.19,1,10,20181124-203201
175,桃園市,復興區,2,295,54.63,1,10,20181124-203201
176,桃園市,復興區,3,21,3.89,1,10,20181124-203201
177,桃園市,復興區,4,2,0.37,1,10,20181124-203201
178,桃園市,復興區,5,221,40.93,1,10,20181124-203201
179,臺中市,中區,1,86,0.94,12,12,20181124-203201
180,臺中市,中區,2,4173,45.77,12,12,20181124-203201
181,臺中市,中區,3,4859,53.29,12,12,20181124-203201
182,臺中市,東區,1,440,1.11,47,49,20181124-203202
183,臺中市,東區,2,18046,45.63,47,49,20181124-203202
184,臺中市,東區,3,21066,53.26,47,49,20181124-203202
185,臺中市,西區,1,568,1.06,60,66,20181124-203215
186,臺中市,西區,2,23093,42.9,60,66,20181124-203215
187,臺中市,西區,3,30165,56.04,60,66,20181124-203215
188,臺中市,北區,1,542,1.05,62,87,20181124-203216
189,臺中市,北區,2,20413,39.45,62,87,20181124-203216
190,臺中市,北區,3,30795,59.51,62,87,20181124-203216
191,臺中市,西屯區,1,799,1.02,86,120,20181124-203216
192,臺中市,西屯區,2,30251,38.51,86,120,20181124-203216
193,臺中市,西屯區,3,47509,60.48,86,120,20181124-203216
194,臺中市,南屯區,1,811,1.07,91,101,20181124-203217
195,臺中市,南屯區,2,30784,40.69,91,101,20181124-203217
196,臺中市,南屯區,3,44056,58.24,91,101,20181124-203217
197,臺中市,北屯區,1,896,0.91,99,137,20181124-203217
198,臺中市,北屯區,2,37923,38.68,99,137,20181124-203217
199,臺中市,北屯區,3,59221,60.4,99,137,20181124-203217
200,臺中市,豐原區,1,694,1.05,65,88,20181124-203220
201,臺中市,豐原區,2,31242,47.45,65,88,20181124-203220
202,臺中市,豐原區,3,33911,51.5,65,88,20181124-203220
203,臺中市,東勢區,1,294,1.1,36,39,20181124-203220
204,臺中市,東勢區,2,9866,36.76,36,39,20181124-203220
205,臺中市,東勢區,3,16682,62.15,36,39,20181124-203220
206,臺中市,大甲區,1,381,1.12,45,54,20181124-203221
207,臺中市,大甲區,2,15072,44.14,45,54,20181124-203221
208,臺中市,大甲區,3,18690,54.74,45,54,20181124-203221
209,臺中市,清水區,1,413,1.09,46,59,20181124-203221
210,臺中市,清水區,2,17792,46.94,46,59,20181124-203221
211,臺中市,清水區,3,19695,51.97,46,59,20181124-203221
212,臺中市,沙鹿區,1,455,1.11,46,53,20181124-203225
213,臺中市,沙鹿區,2,17789,43.23,46,53,20181124-203225
214,臺中市,沙鹿區,3,22902,55.66,46,53,20181124-203225
215,臺中市,梧棲區,1,365,1.19,36,36,20181124-203225
216,臺中市,梧棲區,2,14663,47.67,36,36,20181124-203225
217,臺中市,梧棲區,3,15729,51.14,36,36,20181124-203225
218,臺中市,后里區,1,402,1.34,36,37,20181124-203225
219,臺中市,后里區,2,12466,41.69,36,37,20181124-203225
220,臺中市,后里區,3,17036,56.97,36,37,20181124-203225
221,臺中市,神岡區,1,387,1.22,37,42,20181124-203226
222,臺中市,神岡區,2,15800,49.8,37,42,20181124-203226
223,臺中市,神岡區,3,15540,48.98,37,42,20181124-203226
224,臺中市,潭子區,1,419,0.99,42,55,20181124-203226
225,臺中市,潭子區,2,18333,43.33,42,55,20181124-203226
226,臺中市,潭子區,3,23561,55.68,42,55,20181124-203226
227,臺中市,大雅區,1,488,1.24,37,46,20181124-203226
228,臺中市,大雅區,2,16470,41.89,37,46,20181124-203226
229,臺中市,大雅區,3,22357,56.87,37,46,20181124-203226
230,臺中市,新社區,1,184,1.38,21,23,20181124-203227
231,臺中市,新社區,2,5350,40.16,21,23,20181124-203227
232,臺中市,新社區,3,7789,58.46,21,23,20181124-203227
233,臺中市,石岡區,1,110,1.21,10,10,20181124-203229
234,臺中市,石岡區,2,3571,39.35,10,10,20181124-203229
235,臺中市,石岡區,3,5393,59.43,10,10,20181124-203229
236,臺中市,外埔區,1,215,1.17,20,20,20181124-203229
237,臺中市,外埔區,2,7124,38.76,20,20,20181124-203229
238,臺中市,外埔區,3,11040,60.07,20,20,20181124-203229
239,臺中市,大安區,1,148,1.24,16,16,20181124-203230
240,臺中市,大安區,2,5009,42.13,16,16,20181124-203230
241,臺中市,大安區,3,6732,56.62,16,16,20181124-203230
242,臺中市,烏日區,1,440,1.19,37,40,20181124-203230
243,臺中市,烏日區,2,15520,42.04,37,40,20181124-203230
244,臺中市,烏日區,3,20958,56.77,37,40,20181124-203230
245,臺中市,大肚區,1,340,1.23,29,33,20181124-203230
246,臺中市,大肚區,2,11784,42.77,29,33,20181124-203230
247,臺中市,大肚區,3,15425,55.99,29,33,20181124-203230
248,臺中市,龍井區,1,416,1.4,33,45,20181124-203230
249,臺中市,龍井區,2,12992,43.71,33,45,20181124-203230
250,臺中市,龍井區,3,16312,54.89,33,45,20181124-203230
251,臺中市,霧峰區,1,366,1.11,38,43,20181124-203231
252,臺中市,霧峰區,2,14108,42.83,38,43,20181124-203231
253,臺中市,霧峰區,3,18462,56.05,38,43,20181124-203231
254,臺中市,太平區,1,176,1.23,15,93,20181124-203232
255,臺中市,太平區,2,6020,42.03,15,93,20181124-203232
256,臺中市,太平區,3,8126,56.74,15,93,20181124-203232
257,臺中市,大里區,1,891,1.1,83,106,20181124-203232
258,臺中市,大里區,2,35380,43.85,83,106,20181124-203232
259,臺中市,大里區,3,44404,55.04,83,106,20181124-203232
260,臺中市,和平區,1,55,1.12,14,17,20181124-203232
261,臺中市,和平區,2,1379,28.14,14,17,20181124-203232
262,臺中市,和平區,3,3467,70.74,14,17,20181124-203232
263,臺南市,新營區,1,10322,35.63,39,49,20181124-203234
264,臺南市,新營區,2,10734,37.05,39,49,20181124-203234
265,臺南市,新營區,3,3252,11.22,39,49,20181124-203234
266,臺南市,新營區,4,1270,4.38,39,49,20181124-203234
267,臺南市,新營區,5,2311,7.98,39,49,20181124-203234
268,臺南市,新營區,6,1085,3.74,39,49,20181124-203234
269,臺南市,鹽水區,1,6293,46.07,30,31,20181124-203234
270,臺南市,鹽水區,2,3772,27.62,30,31,20181124-203234
271,臺南市,鹽水區,3,1553,11.37,30,31,20181124-203234
272,臺南市,鹽水區,4,540,3.95,30,31,20181124-203234
273,臺南市,鹽水區,5,833,6.1,30,31,20181124-203234
274,臺南市,鹽水區,6,668,4.89,30,31,20181124-203234
275,臺南市,白河區,1,7130,46.44,32,32,20181124-203235
276,臺南市,白河區,2,4715,30.71,32,32,20181124-203235
277,臺南市,白河區,3,1371,8.93,32,32,20181124-203235
278,臺南市,白河區,4,562,3.66,32,32,20181124-203235
279,臺南市,白河區,5,705,4.59,32,32,20181124-203235
280,臺南市,白河區,6,871,5.67,32,32,20181124-203235
281,臺南市,柳營區,1,5212,42.68,25,25,20181124-203236
282,臺南市,柳營區,2,3630,29.72,25,25,20181124-203236
283,臺南市,柳營區,3,1578,12.92,25,25,20181124-203236
284,臺南市,柳營區,4,506,4.14,25,25,20181124-203236
285,臺南市,柳營區,5,777,6.36,25,25,20181124-203236
286,臺南市,柳營區,6,510,4.18,25,25,20181124-203236
287,臺南市,後壁區,1,6345,45.95,29,29,20181124-203236
288,臺南市,後壁區,2,3940,28.53,29,29,20181124-203236
289,臺南市,後壁區,3,1458,10.56,29,29,20181124-203236
290,臺南市,後壁區,4,552,4.0,29,29,20181124-203236
291,臺南市,後壁區,5,662,4.79,29,29,20181124-203236
292,臺南市,後壁區,6,852,6.17,29,29,20181124-203236
293,臺南市,東山區,1,4627,42.01,23,23,20181124-203237
294,臺南市,東山區,2,3742,33.97,23,23,20181124-203237
295,臺南市,東山區,3,1111,10.09,23,23,20181124-203237
296,臺南市,東山區,4,495,4.49,23,23,20181124-203237
297,臺南市,東山區,5,474,4.3,23,23,20181124-203237
298,臺南市,東山區,6,565,5.13,23,23,20181124-203237
299,臺南市,麻豆區,1,11282,48.37,34,35,20181124-203239
